Name,Occupation,Gender,MaleScore,FemaleScore,NonBinaryScore,Gender + hand codes,
Feisal Abdul Rauf, Chairman of the Cordoba Initiative,male,7,0,1,male,
Iqbal Quadir,"Founder, GrameenPhone",male,6,0,1,male,
Irwin Redlener,"Physician, disaster-preparedness activist",male,5,0,0,male,
Isaac Mizrahi,Fashion designer,male,5,0,0,male,
Ismael Nazario,Prison reform advocate,male,5,0,1,male,
Itay Talgam,Conductor and leadership expert,male,6,0,1,male,
Ivan Krastev,Public intellectual,male,2,0,0,male,
Ivan Oransky,Health reporter,male,2,0,0,male,
Iwan Baan,Urban documentarian,male,4,0,1,male,
J.J. Abrams,Filmmaker,male,2,0,0,male,
Jacek Utko,Newspaper designer,male,6,0,2,male,
Jack Andraka,Cancer detector inventor,male,3,0,0,male,
Jack Horner,Dinosaur digger,male,2,0,1,male,
Jackson Browne,Musician and activist,male,4,0,0,male,
Jackson Katz,Anti-sexism educator,male,4,0,0,male,
Jaime Lerner,City evangelist,male,8,0,2,male,
Jake Wood,"CEO, Team Rubicon",male,4,0,1,male,
Jakob Trollback,Designer,male,2,0,0,male,
Jamais Cascio,World-builder,male,2,0,0,male,
James A. White Sr.,Consultant,male,9,0,4,male,
James B. Glattfelder,Complex systems theorist,male,7,0,0,male,
James Balog,Photographer,male,6,0,2,male,
James Burchfield,Human beatbox,male,3,0,0,male,
James Cameron,Director,male,15,0,0,male,
James Forbes,Preacher,male,6,0,0,male,
James Geary,Aphorist,male,3,0,0,male,
James Hansen,Climatologist,male,7,0,1,male,
James Howard Kunstler,Social critic,male,5,0,0,male,
James Lyne,Cybersecurity specialist,male,2,0,1,male,
James Nachtwey,Photojournalist,male,11,0,2,male,
James Patten,Interaction designer,male,5,0,0,male,
James Randi,Skeptic and conjuror,male,3,0,0,male,
James Stavridis,Navy Admiral,male,3,0,0,male,
James Surowiecki,Finance journalist,male,3,0,0,male,
James Veitch,Comedian and writer,male,12,0,1,male,
James Watson,"Biologist, Nobel laureate",male,8,0,0,male,
Jamie Bartlett,Social media analyst,male,3,0,0,male,
Jamie Heywood,Healthcare revolutionary,male,11,0,3,male,
Jamie Oliver,"Chef, activist",male,8,0,1,male,
Jamil Abu-Wardeh,Producer,male,3,0,0,male,
Jan Chipchase,User anthropologist,male,7,0,3,male,
Jared Ficklin,Visualizer,male,6,0,1,male,
Jarreth Merz,Filmmaker,male,5,0,0,male,
Jarrett J. Krosoczka,Author/illustrator,male,4,0,0,male,
Jason deCaires Taylor,Sculptor,male,9,0,0,male,
Jason Fried,Software entrepreneur,male,2,0,1,male,
Jason McCue,Lawyer,male,5,0,1,male,
Jason Pontin,Editor,male,1,0,0,male,
Jay Bradner,Research scientist,male,3,0,0,male,
Jay Silver,Inventor,male,6,0,1,male,
Jay Walker,Entrepreneur,male,10,0,1,male,
JD Schramm,Communicator,male,2,0,1,male,
Jean-Baptiste Michel,Data researcher,male,4,0,1,male,
Jean-Baptiste Michel,Data researcher,male,4,0,1,male,
Jean-Paul Mari,Journalist and psychologist,male,3,0,0,male,
Jeff Han,Human-computer interface designer,male,11,0,2,male,
Jeff Hancock,Psychologist,male,3,0,1,male,
Jeff Hawkins,"Computer designer, brain researcher",male,8,0,1,male,
Jeff Skoll,Producer,male,7,0,0,male,
Jeff Smith,Recovering politician,male,10,0,0,male,
Jeff Speck,Urban planner,male,5,0,0,male,
Jeremy Heimans,Activist,male,8,0,2,male,
Jeremy Howard,Data scientist,male,4,0,1,male,
Jeremy Jackson,Marine ecologist,male,3,0,0,male,
Jim Fallon,Neurobiologist,male,10,1,0,male,
James Flynn,Moral philosopher,male,5,0,2,male,
Jim Holt,Writer and philosopher,male,5,0,0,male,
Jim Simons,"Philanthropist, mathematician",male,4,0,0,male,
Jim Toomey,Cartoonist,male,5,0,0,male,
Jimmy Carter,Peace activist,male,5,0,0,male,
Jinha Lee,"Interface designer, engineer",male,8,0,0,male,
Jinsop Lee,Multi-sense designer,male,1,0,1,male,
Joachim de Posada,Speaker and author,male,6,0,0,male,
Joe DeRisi,Biochemist,male,5,0,1,male,
Joe Gebbia,"Designer, co-founder of Airbnb",male,7,0,0,male,
Joe Kowan,Musician and graphic designer,male,8,0,0,male,
Joe Landolina,medical inventor,male,1,0,0,male,
Joe Madiath,Social entrepreneur,male,5,0,1,male,
Joe Sabia,Storyteller,male,2,0,0,male,
Joe Smith,Lawyer,male,2,0,0,male,
Joel Selanikio,Health and technology activist,male,6,0,0,male,
Joey Alexander,Jazz pianist,male,9,0,0,male,
Johan Rockstrom,Sustainability expert,male,1,0,1,male,
John Bohannon,Science writer,male,4,0,1,male,
John Delaney,Oceanographer,male,1,0,0,male,
John Doerr,Venture capitalist,male,7,0,0,male,
John Francis,Planet walker,male,4,0,0,male,
John Gerzema,Marketing whiz,male,6,0,0,male,
John Graham-Cumming,Computer programmer,male,8,0,1,male,
John Hockenberry,Journalist,male,9,0,0,male,
John Hodgman,Expert,male,6,0,0,male,
John Hunter,Educator,male,8,0,2,male,
John La Grou,Inventor,male,1,0,0,male,
John Lloyd,Producer,male,5,0,0,male,
John Maeda,Artist,male,12,0,1,male,
John McWhorter,Linguist,male,4,0,1,male,
John Underkoffler,Interface designer,male,3,0,0,male,
John Wooden,Coach,male,18,0,2,male,
Johnny Lee,Human-computer interaction researcher,male,8,0,0,male,
Joi Ito,Relentless mind,male,6,0,0,male,
Jok Church,Cartoonist,male,5,0,2,male,
Jon Gosier,"Investor, data scientist, entrepreneur",male,2,0,0,male,
Jon Nguyen,Engineer,male,3,0,0,male,
Jon Ronson,Writer and filmmaker,male,4,0,2,male,
Jonas Gahr Stêªre,Foreign Minister of Norway,male,2,0,0,male,
Jonathan Drori,Educator,male,9,0,0,male,
Jonathan Foley,Professor,male,1,0,1,male,
Jonathan Haidt,Social psychologist,male,11,0,0,male,
Jonathan Harris,"Artist, storyteller, Internet anthropologist",male,4,0,2,male,
Jonathan Klein,Executive,male,4,0,0,male,
Jonathan Trent,Scientist and biofuel guru,male,4,0,0,male,
Jonathan Zittrain,Net watchdog,male,2,0,1,male,
Jorge Soto,Cancer technologist,male,1,0,1,male,
Jose Miguel Sokoloff,Anti-guerrilla creative,male,5,0,1,male,
Joseph DeSimone,"Chemist, inventor",male,3,0,0,male,
Joseph Kim,North Korean refugee,male,13,0,0,male,
Joseph Lekuton,Kenyan MP,male,10,0,0,male,
Joseph Nye,Diplomat,male,4,0,0,male,
Joshua Foer,Writer,male,3,0,0,male,
Joshua Prager,Journalist,male,7,0,0,male,
Joshua Prince-Ramus,Architect,male,10,0,2,male,
Joshua Roman,Cellist,male,20,0,1,male,
Joshua Silver,Optical innovator,male,2,0,0,male,
Joshua Walters,"Comedian, activist",male,2,0,0,male,
JP Rangaswami,Technologist,male,1,0,0,male,
Juan Enriquez,Futurist,male,2,0,0,male,
Judson Brewer,Mindful addiction doctor,male,2,0,0,male,
Julian Assange,Whistleblower,male,16,0,0,male,
Julian Baggini,Philosopher,male,6,0,0,male,
Julian Treasure,Sound consultant,male,1,0,1,male,
Justin Hall-Tipping,Science entrepreneur,male,2,0,0,male,
Kailash Satyarthi,Children_ã_s rights activist,male,6,0,2,male,
Kamal Meattle,Business owner and activist,male,6,0,0,male,
Kang Lee,Developmental researcher,male,5,0,0,male,
Kartick Satyanarayan,Wildlife conservationist ,male,6,0,1,male,
Kary Mullis,Biochemist,male,7,0,0,male,
Kees Moeliker,Ornithologist,male,5,0,0,male,
Keith Barry,Magician,male,7,0,0,male,
Keller Rinaudo,Robotics entrepreneur,male,2,0,0,male,
Ken Goldberg,Roboticist,male,6,0,0,male,
Ken Jennings,Know-it-all,male,9,0,0,male,
Ken Kamler,Adventure physician ,male,6,0,1,male,
Kenichi Ebina,Dancer,male,12,0,0,male,
Kenneth Cukier,Data Editor of The Economist,male,2,0,0,male,
Kenneth Lacovara,Paleontologist,male,3,0,1,male,
Kenneth Shinozuka,Smart product inventor,male,9,0,0,male,
Kent Larson,Architect,male,3,0,0,male,
Kevin Allocca,YouTube trends manager,male,1,0,0,male,
Kevin Bales,Anti-slavery activist,male,6,0,0,male,
Kevin Breel,"Comedian, activist",male,9,0,1,male,
Kevin Briggs,Golden Gate guardian,male,6,0,2,male,
Kevin Kelly,Digital visionary,male,7,0,0,male,
Kevin Rudd,International relations expert ,male,1,0,1,male,
Kevin Stone,"Surgeon, inventor",male,3,0,0,male,
Kirby Ferguson,Filmmaker and Remixer,male,2,0,1,male,
Kirk Citron,Media expert ,male,6,0,0,male,
Raghava KK,Artist,male,14,0,0,male,
Knut Haanaes,Strategist,male,3,0,0,male,
Kwabena Boahen,Bioengineer,male,3,0,0,male,
Lalitesh Katragadda,Engineer,male,2,0,0,male,
Larry Brilliant,"Epidemiologist, philanthropist",male,17,0,2,male,
Larry Burns,Automotive researcher,male,2,0,0,male,
Lawrence Lessig,Legal activist,male,8,0,0,male,
Larry Smith,"Professor of Economics, University of Waterloo",male,4,0,1,male,
Latif Nasser,Radio researcher,male,3,0,0,male,
Lee Cronin,Chemist,male,5,0,2,male,
Lee Smolin,Physicist,male,6,0,0,male,
Lemn Sissay,Poet and playwright,male,13,0,0,male,
Lemon Andersen,Poet and actor,male,8,0,0,male,
Lennart Green,Close-up card magician,male,12,0,1,male,
Leonard Susskind,Physicist,male,5,0,0,male,
Lee Mokobe,Poet,male,3,0,1,male,
Lewis Pugh,Coldwater swimmer,male,15,0,3,male,
Lian Pin Koh,Drones ecologist,male,5,0,0,male,
Liu Bolin,Artist,male,8,0,0,male,
Nicholas Stern,Climate economist,male,3,0,0,male,
Louie Schwartzberg,Filmmaker,male,5,0,0,male,
Luca Turin,Nose,male,3,0,0,male,
Lucien Engelen,Healthcare innovator,male,3,0,1,male,
Ludwick Marishane,Entrepreneur,male,3,0,1,male,
Luis von Ahn,Computer scientist,male,4,0,0,male,
Luke Syson,Curator,male,3,0,0,male,
LZ Granderson,Journalist,male,8,0,0,male,
Maajid Nawaz,Anti-extremism activist,male,7,0,1,male,
Mac Barnett,Children's book author,male,4,0,1,male,
Mac Stone,Photographer,male,8,0,1,male,
Magnus Larsson,Dune architect,male,1,0,1,male,
Malcolm Gladwell,Writer,male,6,0,0,male,
Malcolm London,"Poet, performer, activist",male,10,0,3,male,
Manu Prakash,"Physicist, inventor",male,4,0,0,male,
Manuel Lima,Data visualization researcher,male,3,0,0,male,
Marc Abrahams,Science humorist,male,1,0,0,male,
Marc Goodman,Global Security Futurist,male,3,0,0,male,
Marc Koska,Inventor,male,5,0,0,male,
Marc Kushner,Architect,male,5,0,1,male,
Marc Pachter,Cultural Historian,male,13,0,1,male,
Marcel Dicke,Ecological entomologist,male,6,0,3,male,
Marcin Jakubowski,Farmer and technologist,male,2,0,0,male,
Marco Annunziata,Economist,male,3,0,0,male,
Marco Tempest,Techno-illusionist,male,6,0,0,male,
Marcus du Sautoy,Mathematician,male,7,0,1,male,
Mark Applebaum,Composer,male,4,0,0,male,
Mark Bezos,"Activist, volunteer firefighter",male,6,0,0,male,
Mark Bittman,Food writer,male,10,0,0,male,
Mark Forsyth,Writer,male,6,0,0,male,
Mark Kendall,Biomedical engineer,male,4,0,0,male,
Mark Pagel,Evolutionary biologist,male,4,0,1,male,
Mark Plotkin,Amazonian ethnobotanist,male,4,0,1,male,
Mark Ronson,Music producer and DJ,male,6,0,0,male,
Mark Shaw,Macroencapsulator,male,6,0,0,male,
Mark Z. Jacobson,Civil and environmental engineer,male,3,0,0,male,
Markus Fischer,Designer,male,1,0,1,male,
Martin Hanczyc,Chemist,male,2,0,0,male,
Martin Jacques,"Writer, columnist",male,11,0,0,male,
Martin Pistorius,"Author, designer",male,10,1,0,male,
Martin Seligman,Psychologist,male,5,1,0,male,
Martin Villeneuve,"Graphic artist, director",male,4,0,1,male,
Marvin Minsky,AI pioneer,male,7,0,0,male,
Mathieu Lehanneur,Designer,male,2,0,0,male,
Matt Cutts,Technologist,male,2,0,1,male,
Matt Kenyon,New media artist,male,2,0,0,male,
Matt Killingsworth,Happiness researcher,male,2,0,0,male,
Matt Ridley,Rational optimist,male,3,0,1,male,
Matthew Carter,Type designer,male,8,0,0,male,
Matthew Childs,"Marketer, rock climber",male,4,0,0,male,
Matthew Williams,Special Olympics International Sargent Shriver Global Messenger,male,11,0,0,male,
Matthieu Ricard,"Monk, author, photographer",male,6,0,0,male,
Maurizio Seracini,Art diagnostician,male,3,0,1,male,
Max Little,Applied mathematician,male,5,0,1,male,
Eduardo Paes,Mayor of Rio de Janeiro,male,3,0,0,male,
Maz Jobrani,Comedian,male,6,0,0,male,
Mechai Viravaidya,Public health expert,male,1,0,0,male,
Meron Gribetz,"Founder and CEO, Meta",male,2,0,0,male,
Michael Anti,Blogger,male,3,0,1,male,
Mike Biddle,Plastics recycler,male,3,0,1,male,
Michael Green,Architect,male,1,0,0,male,
Michael Hansmeyer,Computational architect,male,3,0,0,male,
Michael Kimmel,Sociologist,male,3,0,0,male,
Michael McDaniel,Graphic designer,male,4,0,0,male,
Michael Merzenich,Neuroscientist,male,4,0,0,male,
Michael Metcalfe,Financial expert,male,2,0,0,male,
Michael Moschen,Juggler,male,8,0,0,male,
Michael Norton,Social science researcher,male,4,0,0,male,
Michael Pawlyn,Architect,male,4,0,1,male,
Michael Pollan,Environmental writer,male,5,0,2,male,
Michael Porter,Business strategist,male,6,0,1,male,
Michael Rubinstein,"Research scientist, Google",male,3,0,1,male,
Michael Sandel,Political philosopher,male,7,0,0,male,
Michael Shermer,Skeptic,male,4,0,2,male,
Michael Specter,Writer,male,3,0,1,male,
Michael Tilson Thomas,"Musician, Conductor",male,6,0,1,male,
Michel Laberge,Plasma physicist,male,1,0,0,male,
Mick Cornett,Mayor,male,4,0,0,male,
Mick Ebeling,Entrepreneur,male,4,0,1,male,
Mick Mountz,"CEO, Kiva Systems",male,4,0,0,male,
Miguel Nicolelis,Neuroscientist,male,2,0,1,male,
Mihaly Csikszentmihalyi,Positive psychologist,male,4,0,0,male,
Mike deGruy,Filmmaker,male,10,0,1,male,
Mike Matas,Software engineer,male,4,0,0,male,
Mike Rowe,TV host,male,8,0,1,male,
Mike Velings,Entrepreneur and conservationist,male,4,0,1,male,
Mikko Hypponen,Cybersecurity expert,male,6,0,0,male,
Milton Glaser,Graphic designer,male,9,0,0,male,
Misha Glenny,Underworld investigator,male,4,0,0,male,
Mitch Resnick,Computer scientist,male,3,0,1,male,
Mitchell Joachim,"Architect, designer",male,6,0,0,male,
Mohamed Ali,Human rights advocate,male,2,0,1,male,
Mohamed Hijri,Biologist,male,2,0,1,male,
Moran Cerf,Brain hacker,male,2,0,0,male,
Morgan Spurlock,Filmmaker,male,10,1,1,male,
Moshe Safdie,Architect,male,5,0,0,male,
Mundano,Graffiti artist + activist,male,7,0,2,male,
Munir Virani,"Raptor biologist, wildlife photographer",male,4,0,0,male,
Murray Gell-Mann,Physicist,male,8,0,0,male,
Mustafa Akyol,Journalist,male,2,0,0,male,
Nanêç Vasconcelos,Music icon,male,11,0,0,male,
Nandan Nilekani,Technologist and visionary,male,3,0,0,male,
Nate Silver,Statistician,male,4,0,2,male,
Nathaniel Kahn,Filmmaker,male,11,0,0,male,
Navi Radjou,Innovation strategist,male,2,0,0,male,
Neil Burgess,Neuroscientist,male,4,0,0,male,
Neil Harbisson,Sonochromatic Cyborg Artist,male,11,0,0,male,
Neil MacGregor,Director of The British Museum,male,5,0,1,male,
Neil Pasricha,"Director, The Institute for Global Happiness",male,12,1,0,male,
Neil Turok,"Physicist, education activist",male,4,0,0,male,
Newton Aduaka,Filmmaker,male,8,0,0,male,
Niall Ferguson,Historian,male,13,0,1,male,
Nic Marks,Happiness researcher,male,2,0,0,male,
Nicholas Christakis,"Physician, social scientist",male,6,0,3,male,
Nicholas Negroponte,Tech visionary,male,8,0,0,male,
Nicolas Perony,Animal scientist,male,10,0,0,male,
Nick Bostrom,Philosopher,male,5,0,1,male,
Nick Hanauer,"Venture capitalist, author",male,6,0,0,male,
Nick Sears,Inventor,male,5,0,1,male,
Niels Diffrient,Designer,male,5,0,0,male,
Nigel Marsh,Author and marketer,male,1,0,0,male,
Nikolai Begg,Mechanical engineer,male,3,0,0,male,
Nirmalya Kumar,Professor,male,2,0,0,male,
Nizar Ibrahim,Paleontologist,male,2,0,0,male,
Noah Feldman,Scholar of Islam and law,male,4,0,0,male,
Norman Foster,Architect,male,3,0,1,male,
Ola Rosling,Director of the Gapminder Foundation,male,1,0,0,male,
Olafur Eliasson,Sculptor of light and space,male,7,1,0,male,
Ole Scheeren,Architect,male,8,0,0,male,
Oliver Sacks,Neurological anthropologist,male,5,0,1,male,
Omar Ahmad,"Technologist, city councilman",male,1,0,0,male,
Onyx Ashanti,Beatjazz inventor and controllerist,male,3,0,0,male,
Oscar Schwartz,Writer and poet,male,2,0,0,male,
P.W. Singer,Military analyst,male,8,0,0,male,
Paddy Ashdown,Diplomat,male,4,0,0,male,
Pankaj Ghemawat,Globalization researcher,male,5,0,0,male,
Parag Khanna,Global strategist,male,5,0,0,male,
Patrick Awuah,University founder,male,5,0,0,male,
Patrick Chappatte,Editorial cartoonist,male,5,0,0,male,
Paul Bennett,"Designer; creative director, Ideo",male,3,0,0,male,
Paul Bloom,Psychologist,male,12,0,1,male,
Paul Collier,Economist,male,4,0,2,male,
Paul Conneally,Aid worker,male,2,0,0,male,
Paul Debevec,Computer graphics pioneer,male,5,0,1,male,
Paul Ewald,Evolutionary biologist,male,3,0,1,male,
Paul Gilding,Writer,male,5,0,0,male,
Paul Greenberg,Author,male,4,0,0,male,
Paul Kemp-Robertson,Advertising expert,male,3,0,1,male,
Paul MacCready,Engineer,male,12,0,3,male,
Paul Moller,Inventor,male,3,0,0,male,
Paul Nicklen,Polar photographer,male,8,0,0,male,
Paul Piff,Social psychologist,male,3,0,0,male,
Paul Romer,New-growth economist,male,2,0,0,male,
Paul Root Wolpe,Ethicist,male,2,0,0,male,
Paul Rothemund,DNA origamist,male,1,0,0,male,
Paul Sereno,Paleontologist,male,5,0,0,male,
Paul Snelgrove,Marine biologist,male,1,0,0,male,
Paul Stamets,Mycologist,male,1,0,1,male,
Paul Tudor Jones II,Investor,male,4,0,0,male,
Paul Zak,Neuroeconomist,male,4,0,0,male,
Pavan Sukhdev,Environmental economist,male,2,0,0,male,
Pete Alcorn,Media exec,male,5,0,0,male,
Peter Attia,Surgeon,male,16,0,0,male,
Peter Diamandis,Space activist,male,2,0,0,male,
Peter Donnelly,Mathematician; statistician,male,5,0,1,male,
Peter Doolittle,Educational psychology professor,male,4,0,0,male,
Peter Eigen,"Founder, Transparency International",male,5,0,0,male,
Pê©ter Fankhauser,Roboticist,male,6,0,0,male,
Peter Gabriel,"Musician, activist",male,3,0,0,male,
Peter Haas,Building activist,male,2,0,0,male,
Peter Hirshberg,"Entrepreneur, marketer",male,3,0,0,male,
Peter Molyneux,Game changer,male,2,0,0,male,
Peter Norvig,Computer scientist,male,1,0,0,male,
Peter Reinhart,Baker,male,6,0,0,male,
Peter Saul,"Doctor, intensive care specialist",male,2,0,0,male,
Peter Singer,"Philosopher, ethicist",male,14,0,1,male,
Peter Tyack,Behavioral ecologist,male,3,0,0,male,
Peter van Uhm,General,male,4,0,0,male,
Peter Ward,Paleontologist,male,5,0,0,male,
Phil Hansen,Multimedia artist,male,17,0,2,male,
Phil Plait,Astronomer,male,2,0,0,male,
Philip K. Howard,Legal activist,male,3,0,0,male,
Philip Rosedale,Entrepreneur,male,6,0,0,male,
Philip Zimbardo,Psychologist,male,10,0,0,male,
Philippe Petit,High-wire artist,male,7,0,1,male,
Philippe Starck,Designer,male,9,0,0,male,
Pico Iyer,Global author,male,4,2,0,male,
Pranav Mistry,"Director of research, Samsung Research America",male,3,0,0,male,
Preston Reed,Revolutionary Guitarist,male,4,0,1,male,
R.A. Mashelkar,"Scientist, innovator",male,4,0,0,male,
R. Luke DuBois,"Artist, composer, engineer",male,5,0,0,male,
Raffaello D'Andrea,Autonomous systems pioneer,male,4,0,1,male,
Rainer Strack,Human resources expert,male,5,0,0,male,
Rajesh Rao,Computational neuroscientist,male,1,0,0,male,
Rajiv Maheswaran,Researcher,male,4,0,0,male,
Ralph Langner,Security consultant,male,7,0,1,male,
Ramanan Laxminarayan,Drug-resistance economist,male,6,0,0,male,
Ramsey Musallam,Educator,male,2,0,0,male,
Randall Munroe,Cartoonist,male,1,0,1,male,
Raul Midon,Guitarist,male,5,0,0,male,
Thulasiraj Ravilla,Vision activist,male,1,0,0,male,
Ravin Agrawal,Investor ,male,4,0,1,male,
Ray Anderson,Sustainable-business pioneer,male,7,0,2,male,
Ray Kurzweil,"Inventor, futurist",male,6,0,0,male,
Ray Zahab,Endurance runner,male,9,0,0,male,
Raymond Wang,Inventor,male,11,0,0,male,
Read Montague,Behavioral Neuroscientist,male,1,0,1,male,
Reed Kroloff,Architecture critic,male,8,0,0,male,
Reggie Watts,"Vocalist, beatboxer, comedian",male,5,0,1,male,
Renny Gleeson,Skeptimist,male,5,0,0,male,
Reuben Margolin,Kinetic sculptor,male,5,0,0,male,
Jeffrey Brown,Pastor,male,3,0,0,male,
Tom Honey,Priest,male,3,0,1,male,
Ric Elias,Entrepreneur,male,7,0,0,male,
Riccardo Sabatini,"Scientist, entrepreneur",male,4,0,0,male,
Rich Benjamin,Social observer,male,4,0,0,male,
Richard Branson,Entrepreneur,male,6,0,0,male,
Richard Dawkins,Evolutionary biologist,male,10,0,0,male,
Richard Preston,Writer,male,7,0,0,male,
Richard Pyle,Ichthyologist,male,12,0,0,male,
Richard Resnick,Entrepreneur,male,2,0,0,male,
Richard Sears,Geophysicist,male,1,0,0,male,
Richard St. John,"Marketer, success analyst",male,9,0,3,male,
Richard Turere,Inventor,male,12,0,1,male,
Richard Weller,Dermatologist,male,3,0,1,male,
Richard Wilkinson,Public health researcher,male,1,0,0,male,
Richard Ledgett,"Deputy director, NSA",male,8,0,0,male,
Rick Smolan,Photographer,male,5,0,2,male,
Rick Warren,"Pastor, author",male,15,0,1,male,
Rishi Manchanda,Physician,male,12,0,0,male,
Rives,"Performance poet, multimedia artist",male,6,0,0,male,
Rob Dunbar,"Oceanographer, biogeochemist",male,3,0,0,male,
Rob Forbes,Designer,male,3,0,0,male,
Rob Harmon,Natural resources expert,male,7,0,3,male,
Rob Hopkins,Resilience leader,male,7,0,2,male,
Rob Knight,Microbial ecologist,male,2,0,0,male,
Rob Reid,"Author, entrepreneur",male,2,0,1,male,
Robert Ballard,Oceanographer,male,8,0,1,male,
Robert Fischell,Biomedical inventor,male,20,0,0,male,
Robert Full,Biologist,male,7,0,1,male,
Robert Gupta,Violinist,male,9,0,0,male,
Robert Hammond,Friend of the High Line,male,2,0,0,male,
Robert J. Gordon,Economist,male,5,0,0,male,
Robert Lang,Origamist,male,12,0,1,male,
Robert Lee Hotz,Journalist,male,8,0,0,male,
Rob Legato,Visual Effects Guru,male,5,0,1,male,
Robert Neuwirth,Author,male,6,0,1,male,
Robert Palmer,"Campaign leader, Global Witness",male,1,0,0,male,
Robert Swan,Polar explorer,male,3,0,1,male,
Robert Waldinger,"Psychiatrist, psychoanalyst and Zen priest",male,7,0,0,male,
Robert Wright,"Journalist, philosopher",male,5,0,1,male,
Robin Ince,Comedian,male,5,0,2,male,
Rodney Brooks,Roboticist,male,1,0,0,male,
Rodney Mullen,Skater,male,12,0,0,male,
Rodrigo Bijou,Security researcher ,male,1,0,0,male,
Rodrigo Canales,Business professor,male,5,0,2,male,
Roger Ebert,Film critic and blogger,male,14,0,0,male,
Roger Stein,Financial management expert,male,7,0,1,male,
Rogier van der Heide,Lighting designer,male,1,0,0,male,
Roman Mars,Digital storyteller,male,2,0,0,male,
Romulus Whitaker,Herpetologist,male,4,0,1,male,
Ron Finley,Gardener,male,4,0,0,male,
Ron Gutman,Entrepreneur,male,3,0,0,male,
Ron McCallum,Labor lawyer and activist,male,4,0,0,male,
Ronny Edry,Graphic Designer,male,13,0,1,male,
Rory Bremner,Comedian,male,7,0,0,male,
Rory Stewart,Politician,male,8,0,0,male,
Rory Sutherland,Advertising guru,male,9,0,0,male,
Ross Lovegrove,Industrial designer,male,9,0,0,male,
Roy Gould,Astronomer,male,2,0,0,male,
Rufus Cappadocia,Cellist,male,8,0,0,male,
Russ Altman,Big data techno-Ô_optimist and internist,male,3,0,0,male,
Russell Foster,Circadian neuroscientist,male,2,0,0,male,
Ryan Holladay,Musical artist,male,2,0,1,male,
Ryan Lobo,Photographer,male,7,0,1,male,
Ryan Merkley,"COO, Mozilla Foundation",male,2,0,0,male,
Saki Mafundikwa,Graphic designer,male,13,0,0,male,
Salman Khan,Educator,male,2,0,0,male,
Sam Harris,Neuroscientist and philosopher,male,4,0,0,male,
Sam Martin,Writer,male,12,0,0,male,
Sam Richards,Sociologist,male,4,0,1,male,
Samuel Cohen,Research scientist,male,4,0,0,male,
Sanford Biggers,Conceptual artist,male,6,0,1,male,
Sangu Delle,Investor,male,4,0,1,male,
Sanjay Dastoor,Roboticist,male,5,0,2,male,
Sanjay Pradhan,Development Leader,male,1,0,1,male,
Sasa Vucinic,Nonprofit venture capitalist,male,3,0,0,male,
Saul Griffith,Inventor,male,8,0,0,male,
Scott Dinsmore,"Writer, traveler",male,4,0,2,male,
Scott Fraser,"Forensic psychologist, expert witness",male,4,0,0,male,
Scott Kim,Puzzlemaster,male,9,0,0,male,
Scott McCloud,Cartoonist,male,4,0,0,male,
Sean Carroll,"Physicist, cosmologist",male,3,0,0,male,
Sean Follmer,Human-computer interaction researcher and designer,male,4,0,0,male,
Sean Gourley,Physicist and military theorist,male,8,0,0,male,
Sebastian Deterding,Designer,male,3,0,0,male,
Sebastian Junger,Journalist and documentarian,male,2,0,1,male,
Sebastian Seung,Computational neuroscientist,male,4,0,2,male,
Sebastian Thrun,Engineer,male,3,0,0,male,
Sebastian Wernicke,Data scientist,male,2,0,0,male,
Sebastiê£o Salgado,Photojournalist,male,3,0,1,male,
Sergei Lupashin,Aerial robotics researcher,male,3,0,1,male,
Seth Berkley,Vaccine visionary,male,2,0,0,male,
Seth Godin,Marketer and author,male,7,0,2,male,
Seth Shostak,Astronomer,male,6,0,0,male,
Seyi Oyesola,Doctor,male,1,0,0,male,
Shaffi Mather,"Social entrepreneur, lawyer",male,5,0,0,male,
Shai Agassi,Green auto pioneer,male,8,0,0,male,
Shai Reshef,Education entrepreneur,male,3,0,0,male,
Shaka Senghor,Author,male,9,0,0,male,
Shane Koyczan,Poet,male,6,0,1,male,
Shashi Tharoor,Politician and writer,male,9,0,0,male,
Shawn Achor,Psychologist,male,6,0,0,male,
Shea Hembrey,Artist and curator,male,8,0,0,male,
Shekhar Kapur,Director and writer,male,6,0,0,male,
Sherwin Nuland,Doctor,male,6,0,1,male,
Shigeru Ban,Architect,male,8,0,3,male,
Shih Chieh Huang,Artist,male,11,0,4,male,
Shimon Schocken,"Computer Scientist, Educator",male,7,0,0,male,
Shimpei Takahashi,Toy designer,male,1,0,0,male,
Shlomo Benartzi,Economist,male,1,0,1,male,
Shubhendu Sharma,Reforestation expert,male,5,0,0,male,
Shyam Sankar,Data Intelligence Agent,male,3,0,0,male,
Siddhartha Mukherjee,Cancer physician and writer,male,6,0,0,male,
Siddharthan Chandran,Regenerative neurologist,male,5,0,0,male,
Siegfried Woldhek,Illustrator,male,5,0,1,male,
Simon Anholt,Policy advisor,male,6,0,1,male,
Simon Berrow,Marine biologist,male,2,0,0,male,
Simon Lewis,"Author, producer",male,5,0,0,male,
Simon Sinek,Leadership expert,male,7,0,1,male,
Ken Robinson,Author/educator,male,8,0,2,male,
Martin Rees,Astrophysicist,male,6,0,0,male,
Sonaar Luthra,,male,2,0,0,male,
Sophal Ear,Development economist,male,9,0,0,male,
Spencer Wells,Genographer,male,2,0,0,male,
