,subject,verb,object
18626,rover,discovered,[traces]
18627,it,discovered,[traces]
18628,we,know,[what]
18629,i,convinced,[you]
18630,earth,have,[root]
18631,i,know,[answer]
18632,i,tell,[something]
18633,it,going,"[to, give, us, a, standard, by, which, we, are, going, to, be, able,  , to, measure, the, life, potential, ,, abundance, and, diversity, beyond, our, own, solar, system]"
18634,we,going,"[to, be, able,  , to, measure, the, life, potential, ,, abundance, and, diversity, beyond, our, own, solar, system]"
18635,this,achieved,[generation]
18636,we,dare,"[to, explore]"
18637,somebody,tells,[you]
18638,you,have,[conversation]
18639,me,show,[you]
18640,you,tell,[them]
18641,material,going,"[to, tell, you, about, environment, ,, about, complexity, and, about, diversity]"
18642,carrier,going,"[to, tell, you, about, adaptation, ,, about, evolution, ,, about, survival, ,, about, planetary, changes, and, about, the, transfer, of, information]"
18643,they,telling,[us]
18644,pathway,ends,[us]
18645,one,are,[technology]
18646,one,achieved,[technology]
18647,microbes,talking,[us]
18648,we,listening,[us]
18649,they,taking,[us]
18650,they,telling,[us]
18651,they,telling,[us]
18652,they,telling,[us]
18653,i,have,[privilege]
18654,that,captivated,[me]
18655,objects,producing,[some]
18656,i,showing,[conception]
18657,process,flings,[some]
18658,we,zoom,"[blazar, system]"
18659,nasa,launched,[telescope]
18660,that,detects,"[gamma, ray, light]"
18661,i,compare,[variations]
18662,we,understand,[processes]
18663,we,reveal,[processes]
18664,love,transformed,[me]
18665,universe,ground,[me]
18666,flutter,take,[us]
18667,i,going,"[to, talk,  , to, you, today, about, laughter]"
18668,i,want,"[to, start,  , by, thinking, about, the, first, time, i, can, ever, remember, noticing, laughter]"
18669,i,remember,[laughter]
18670,i,wanted,"[to, be, part, of, that]"
18671,i,sat,"[to, be, part, of, that]"
18672,people,used,"[which, to, sing]"
18673,you,have,"[to, remember, about, the, english]"
18674,we,have,[sense]
18675,i,understand,[anything]
18676,i,going,"[what, to, do, now]"
18677,now,play,[examples]
18678,i,want,[examples]
18679,we,got,[laughter]
18680,you,'s,"[to, get, some, air, in, there, ,, mate]"
18681,you,got,"[to, get, some, air, in, there, ,, mate]"
18682,laughter,take,[us]
18683,i,have,[idea]
18684,you,have,"[to, look, at, a, part, of, the, body, that, psychologists, and, neuroscientists, do, n't, normally, spend, much, time, looking, at, ,, which, is, the, ribcage]"
18685,neuroscientists,spend,[time]
18686,it,seem,"[to, look, at, a, part, of, the, body, that, psychologists, and, neuroscientists, do, n't, normally, spend, much, time, looking, at, ,, which, is, the, ribcage, ribcage]"
18687,you,using,[ribcage]
18688,you,doing,"[doing, it]"
18689,you,stop,"[doing, it]"
18690,you,use,"[muscles, muscles]"
18691,you,see,"[sinusoidal, movement]"
18692,you,doing,[it]
18693,you,start,[talking]
18694,you,start,"[using, your, breathing, completely, differently]"
18695,i,doing,[what]
18696,you,see,[something]
18697,you,use,[movements]
18698,that,do,[this]
18699,breathing,has,[enemy]
18700,muscles,start,"[to, contract, very, regularly]"
18701,you,get,[sort]
18702,that,squeezing,[air]
18703,it,having,[effect]
18704,you,squeezing,[air]
18705,each,gives,[sound]
18706,you,get,[spasms]
18707,you,start,"[getting, these, —, (, wheezing, )]"
18708,it,n't,[everything]
18709,it,turn,[everything]
18710,you,find,[laughter]
18711,you,see,[it]
18712,you,find,"[it, humans, primates, rats]"
18713,you,find,[it]
18714,you,find,[it]
18715,who,done,[lot]
18716,you,ask,[beings]
18717,you,laughing,"[to, show, people, that, you, understand, them]"
18718,you,understand,[them]
18719,you,laughing,"[to, show, that, you, like, them]"
18720,you,like,[them]
18721,you,love,[them]
18722,you,doing,[that]
18723,laughter,doing,[lot]
18724,provine,pointed,[that]
18725,we,heard,[laughs]
18726,you,catch,[laughter]
18727,you,know,[them]
18728,it,modulated,[context]
18729,you,have,"[to, put, humor, to, one, side,  , and, think, about, the, social,  , meaning, of, laughter]"
18730,we,have,[evidence]
18731,we,have,[that]
18732,it,seems,"[to, do, this]"
18733,neurobiology,have,[basis]
18734,you,encounter,[that]
18735,they,choosing,"[to, do, this]"
18736,we,developed,[ways]
18737,laughter,have,[roots]
18738,we,had,"[to, make, recordings, of, people, laughing]"
18739,we,had,"[to, do, whatever, it, takes, to, make, people, laugh]"
18740,it,takes,[whatever]
18741,we,got,[people]
18742,friend,told,[joke]
18743,you,laughing,[joke]
18744,you,like,[friend]
18745,i,going,"[to, play, you,  , a, couple, of, those]"
18746,you,tell,[me]
18747,i,record,"[doing, this]"
18748,they,had,"[to, do]"
18749,she,wanted,"[to, laugh, at]"
18750,i,started,"[doing, this]"
18751,you,find,[what]
18752,they,seem,"[to, be, different, things, to, us]"
18753,you,see,[something]
18754,chimpanzees,laugh,[something]
18755,we,seeing,[something]
18756,you,start,"[laughing, hard]"
18757,you,start,"[squeezing, air, out, from, your, lungs, under, much, higher, pressures, than, you, could, ever, produce, voluntarily]"
18758,i,pitch,[voice]
18759,you,start,"[to, get, these, sort, of, contractions, and, weird, whistling, sounds, ,]"
18760,we,use,[it]
18761,we,choosing,"[to, laugh, in, a, lot, of, situations]"
18762,it,seems,"[to, be, its, own, thing]"
18763,you,find,[nasality]
18764,you,get,[that]
18765,they,seem,"[to, be, genuinely, these, two, different, sorts, of, things]"
18766,we,took,[it]
18767,you,hear,[laughter]
18768,you,do,[this]
18769,we,played,[people]
18770,we,posed,[laughs]
18771,we,tell,[them]
18772,we,put,[sounds]
18773,we,tell,[them]
18774,you,hear,[laughter]
18775,you,hear,[laughter]
18776,brains,responding,[laughter]
18777,you,see,[what]
18778,what,seems,"[to, be, the, case]"
18779,it,seems,"[to, be, associated, with, greater, auditory, processing, of, these, novel]"
18780,you,see,[what]
18781,which,occupying,"[brain, areas]"
18782,somebody,thinking,[what]
18783,that,means,[what]
18784,you,hear,[a]
18785,you,trying,"[to, work, out, why, they, 're, laughing]"
18786,you,trying,"[to, understand, it, in, context, ,]"
18787,it,not,[anything]
18788,you,want,"[to, know, why, those, people, are, laughing]"
18789,we,had,[opportunity]
18790,people,hear,[laughter]
18791,people,posed,[laughter]
18792,we,asked,[questions]
18793,they,heard,[laughs]
18794,they,had,"[to, say, ,]"
18795,you,see,[what]
18796,they,hear,[difference]
18797,you,get,"[peak, performance]"
18798,you,hit,"[peak, performance]"
18799,you,understand,[laughter]
18800,you,hit,[puberty]
18801,you,understand,[laughter]
18802,we,turn,[question]
18803,you,want,"[to, laugh]"
18804,we,see,[profile]
18805,you,want,"[to, join, in, when, you, hear, laughter]"
18806,you,hear,[laughter]
18807,i,had,[idea]
18808,you,see,[this]
18809,we,becoming,[that]
18810,it,mean,[that]
18811,you,understand,[laughter]
18812,you,getting,[that]
18813,you,need,[more]
18814,people,laugh,"[to, want, to, laugh]"
18815,you,need,[stuff]
18816,we,got,[behavior]
18817,i,coming,[behavior]
18818,we,use,[laughter]
18819,he,doing,[study]
18820,he,gets,"[couples, men, women]"
18821,he,gives,[conversations]
18822,he,wires,[them]
18823,you,got,[two]
18824,he,say,"[two, something]"
18825,you,tell,[something]
18826,wife,does,[that]
18827,that,irritates,[you]
18828,you,see,[what]
18829,he,finds,[what]
18830,who,manage,[feeling]
18831,that,report,[levels]
18832,people,regulating,[emotions]
18833,we,like,[other]
18834,this,going,"[to, be, limited, to, romantic, relationships]"
18835,this,going,"[to, be, a, characteristic, of, close, emotional, relationships, such, as, you, might, have, with, friends, ,, which, explains, my, next, clip, ,, which, is, of, a, youtube, video, of, some, young, men, in, the, former, east, germany, on, making, a, video, to, promote, their, heavy, metal, band]"
18836,which,explains,[clip]
18837,you,notice,[mood]
18838,that,changes,[mood]
18839,he,got,"[swimming, trunks]"
18840,he,starting,"[to, go, now]"
18841,friends,start,[laughing]
18842,that,played,[him]
18843,we,enjoy,"[watching, that]"
18844,we,need,"[to, go, to, the, hospital, now]"
18845,it,gets,[him]
18846,i,think,[him]
18847,it,happening,[him]
18848,i,remember,[something]
18849,i,had,[relative]
18850,i,remember,"[finding, myself, just, before, the, whole, thing, started, telling, this, story, about, something, that, happened, in, a, 1970s, sitcom]"
18851,thing,started,"[telling, this, story, about, something, that, happened, in, a, 1970s, sitcom]"
18852,i,thought,"[finding, myself, just, before, the, whole, thing, started, telling, this, story, about, something, that, happened, in, a, 1970s, sitcom]"
18853,i,doing,[this]
18854,i,realized,[what]
18855,i,use,"[to, make, her, laugh, together, with, me]"
18856,we,do,[this]
18857,we,going,"[to, get, through, this]"
18858,we,going,"[to, be, okay]"
18859,all,doing,[this]
18860,you,do,[it]
18861,you,notice,[it]
18862,everybody,underestimates,[something]
18863,you,doing,[something]
18864,that,letting,[emotions]
18865,you,access,[system]
18866,mammals,evolved,"[that, to, make, and, maintain, social, bonds]"
18867,that,regulate,[emotions]
18868,institutions,oversee,[journey]
18869,some,remember,[excitement]
18870,you,felt,[that]
18871,you,feeling,[excitement]
18872,college,has,[shortcomings]
18873,it,leaves,[people]
18874,i,want,"[to, talk, about, the, second, institution, overseeing, the, journey, from, childhood, to, adulthood, in, the, united, states]"
18875,institution,costing,[lot]
18876,taxpayers,footing,[bill]
18877,i,have,[slide]
18878,we,sending,[that]
18879,we,sending,[kids]
18880,we,saddling,[kids]
18881,we,asking,[them]
18882,we,asking,[them]
18883,that,entering,[communities]
18884,we,make,"[arrest, counts]"
18885,some,making,[it]
18886,many,shipped,[it]
18887,i,started,"[tutoring, a, young, woman, who, was, in, high, school, who, lived, about, 10, minutes, away, from, the, university]"
18888,i,began,"[to, get, to, know, him]"
18889,i,asked,[him]
18890,he,thought,[what]
18891,i,spent,[years]
18892,people,facing,[what]
18893,i,saw,[boys]
18894,i,play,[game]
18895,he,played,[cop]
18896,he,pushed,[him]
18897,he,handcuffed,[him]
18898,he,took,[quarter]
18899,i,seizing,[that]
18900,he,asked,[child]
18901,he,carrying,[drugs]
18902,he,had,[warrant]
18903,children,give,[running]
18904,children,stick,[bodies]
18905,i,going,"[to, lock, you, up]"
18906,i,going,"[to, lock, you, up]"
18907,you,coming,"[to, lock, you, up]"
18908,child,pull,[pants]
18909,child,try,"[to, do, a, cavity, search]"
18910,i,saw,[contact]
18911,police,stop,"[pedestrians, people]"
18912,police,run,[names]
18913,police,pull,[people]
18914,police,make,[arrest]
18915,police,break,[doors]
18916,police,chase,[people]
18917,police,make,[arrest]
18918,i,watched,"[police, punch, choke, kick]"
18919,they,caught,[them]
18920,i,got,"[to, know, two, brothers, ,, chuck, and]"
18921,he,playing,"[c, b]"
18922,he,making,"[c, b]"
18923,he,followed,[him]
18924,that,supported,[family]
18925,he,turned,[18]
18926,chuck,pushed,[face]
18927,cops,charged,[him]
18928,case,sent,[him]
18929,he,afford,[it]
18930,judge,threw,[most]
18931,chuck,tried,"[to, re, -, enroll]"
18932,secretary,told,[him]
18933,judge,issued,[warrant]
18934,he,pay,[dollars]
18935,he,turned,[11]
18936,chuck,managed,"[to, get, his, warrant, lifted]"
18937,he,driving,"[to, get, his, warrant, lifted]"
18938,cop,pulls,[them]
18939,car,runs,[car]
18940,car,comes,[car]
18941,chuck,had,[idea]
18942,uncle,bought,[it]
18943,chuck,sat,[brother]
18944,chuck,began,"[teaching, him, how, to, run, from, the, police]"
18945,i,got,"[to, grow, up, in]"
18946,they,committing,[crimes]
18947,they,deserve,"[to, be, in, prison]"
18948,they,deserve,"[to, be,  , living, in, fear, of, arrest]"
18949,people,doing,[that]
18950,kid,has,[record]
18951,i,went,[that]
18952,police,stopped,[kids]
18953,police,searched,[pockets]
18954,we,send,[people]
18955,we,tend,"[to, think, about, justice, in, a, pretty, narrow, way, :]"
18956,we,asking,[kids]
18957,who,have,"[amount, schools]"
18958,who,facing,[time]
18959,we,asking,[kids]
18960,we,providing,[support]
18961,we,offering,"[handcuffs, jail, time, existence]"
18962,we,imagine,[something]
18963,we,imagine,"[justice, system]"
18964,that,prioritizes,"[recovery, prevention, inclusion, punishment]"
18965,that,acknowledges,[legacy]
18966,people,faced,[that]
18967,that,promote,"[that, exclusions]"
18968,people,perpetuate,[exclusions]
18969,alexander,wrote,"[jim, crow]"
18970,which,got,[americans]
18971,they,seen,[it]
18972,states,throw,"[stop, frisk]"
18973,we,seeing,"[cities, states]"
18974,york,dropping,"[prison, populations]"
18975,texas,gotten,"[closing, prisons]"
18976,i,see,[moment]
18977,we,make,[much]
18978,i,want,"[to, end, with, a, call, to, young, people]"
18979,they,have,[thing]
18980,i,study,[genes]
18981,i,going,"[to, provide, a, different, perspective]"
18982,me,introduce,[husband]
18983,he,plants,[variety]
18984,he,uses,"[to, keep, his, farm, healthy]"
18985,we,have,[goal]
18986,we,want,"[to, help, nourish, the, growing, population, without, further, destroying, the, environment]"
18987,me,give,[examples]
18988,you,see,[roll]
18989,you,see,[seeds]
18990,breeders,used,[techniques]
18991,breeders,used,[types]
18992,which,induces,[mutations]
18993,many,fed,[babies]
18994,breeders,have,[options]
18995,i,want,"[to, give, you, a, couple, examples, from, my, own, work]"
18996,percent,lost,"[to, pest, and, disease]"
18997,farmers,plant,"[rice, varieties]"
18998,that,carry,[genes]
18999,i,started,"[graduate, school]"
19000,scientists,uncovered,[basis]
19001,we,isolated,[gene]
19002,we,found,[leaves]
19003,we,engineer,[gene]
19004,you,see,[leaves]
19005,laboratory,published,[discovery]
19006,trouble,growing,[rice]
19007,flooding,expected,"[to, be, increasingly, problematic, as, the, climate, changes]"
19008,he,told,[me]
19009,himself,studying,[variety]
19010,that,had,[property]
19011,it,withstand,[weeks]
19012,them,isolate,[gene]
19013,millions,grow,[rice]
19014,kenong,spent,[years]
19015,you,got,"[to, see, it]"
19016,we,engineered,[that]
19017,gene,have,[effect]
19018,i,going,"[to, show, you, a, four, -, month, time, lapse, video, taken, at, the, international, rice, research, institute]"
19019,breeders,developed,"[rice, variety]"
19020,you,see,"[sub1, variety]"
19021,it,produces,[grain]
19022,i,love,[video]
19023,it,shows,[power]
19024,farmers,grew,"[sub1, rice]"
19025,people,mind,[modification]
19026,you,do,[that]
19027,i,going,"[to, give, you, three, examples]"
19028,virus,wiped,[production]
19029,people,thought,"[to, try, to, fight, this, disease, using, genetic, engineering]"
19030,hawaiian,decided,"[to, try, to, fight, this, disease, using, genetic, engineering]"
19031,he,took,[snippet]
19032,he,inserted,[it]
19033,human,getting,[vaccination]
19034,you,see,[papaya]
19035,some,feel,[queasy]
19036,some,consider,[this]
19037,papaya,carries,"[trace, amount]"
19038,what,comes,[end]
19039,which,devastate,"[eggplant, crop]"
19040,farmers,spray,"[insecticides, three]"
19041,families,afford,[protection]
19042,scientists,decided,"[to, fight, this, disease, using, a, genetic, technique, that, builds, on, an, organic, farming, approach]"
19043,farmers,spray,[insecticide]
19044,they,prevent,[insect]
19045,scientists,cut,[gene]
19046,scientists,insert,[it]
19047,i,given,[examples]
19048,engineering,used,"[to, fight, pests, and, disease, and, to, reduce, the, amount, of, insecticides]"
19049,engineering,used,"[to, reduce, malnutrition]"
19050,scientists,engineered,[rice]
19051,we,find,[that]
19052,cup,save,[lives]
19053,rice,opposed,[activists]
19054,activists,invaded,"[field, trial]"
19055,activists,destroyed,"[field, trial]"
19056,they,destroying,[more]
19057,they,destroying,[medicines]
19058,children,needed,[that]
19059,i,explained,[engineering]
19060,i,asking,[you]
19061,we,ask,[food]
19062,everyone,afford,[food]
19063,we,try,"[to, minimize, environmental, degradation]"
19064,what,scares,[me]
19065,technology,denied,[access]
19066,who,have,[enough]
19067,we,have,[challenge]
19068,'s,celebrate,[innovation]
19069,'s,use,[it]
19070,i,understand,[it]
19071,we,put,[genes]
19072,we,created,[that]
19073,that,challenged,[years]
19074,they,started,"[mixing, up, with, the, rest, of, what, 's, going, on]"
19075,that,trigger,[kind]
19076,companies,have,"[that, to, put, them, out, there]"
19077,they,buy,[seed]
19078,they,'s,[seed]
19079,they,selling,[seed]
19080,farmers,want,"[that, to, buy]"
19081,farmers,afford,[seed]
19082,you,seed,[stuff]
19083,people,have,[choice]
19084,we,do,[something]
19085,i,trying,"[to, make]"
19086,we,doing,[mutagenesis]
19087,this,induces,[thousands]
19088,it,making,[something]
19089,i,think,[something]
19090,you,saying,[model]
19091,you,spray,[eggplant]
19092,you,engineer,[it]
19093,you,stuck,"[eating, frass]"
19094,ca,thank,[you]
19095,i,appreciate,[it]
19096,mcclure,left,[nags]
19097,friends,built,[it]
19098,it,weighed,[pounds]
19099,tori,made,[videos]
19100,she,covered,[miles]
19101,she,had,"[radio, contact]"
19102,that,disabled,"[range, communications, systems]"
19103,she,rowed,[strokes]
19104,she,traveled,[feet]
19105,i,want,"[to, show, you, my, little, friends]"
19106,she,saw,"[fish, dolphins, whales, sharks, sea, turtles]"
19107,guys,have,"[weather, report]"
19108,nothing,going,"[to, happen, soon]"
19109,report,tell,[her]
19110,tmm,sprained,[ankle]
19111,i,get,"[to, row, for, four, hours, without, a, flagging, wind]"
19112,she,covered,[miles]
19113,boat,kept,[capsizing]
19114,rowing,flipping,[end]
19115,rowing,became,[end]
19116,i,took,[rib]
19117,i,had,[capsizes]
19118,i,have,[beacon]
19119,i,set,"[distress, signal]"
19120,i,think,"[distress, signal]"
19121,i,lost,[track]
19122,i,seem,"[to, capsize, about, every, 15, minutes]"
19123,i,broken,[arm]
19124,waves,tearing,[boat]
19125,i,keep,[praying]
19126,i,going,"[to, make, it, through, this]"
19127,tori,set,"[distress, beacon]"
19128,tori,rescued,"[container, ship]"
19129,they,found,[boat]
19130,bravery,stuck,[story]
19131,i,adapting,[story]
19132,she,having,[time]
19133,friends,calling,"[how, to, talk, to, them]"
19134,she,know,"[how, to, talk, to, them]"
19135,she,sings,[song]
19136,i,took,[body]
19137,i,saw,"[gibraltar, stars]"
19138,i,seen,[what]
19139,ocean,hold,[me]
19140,nothing,consoles,[me]
19141,tori,starts,"[to, get, her, feet, under, her]"
19142,she,starts,"[hanging, out, with, her, friends, again]"
19143,she,meets,[guy]
19144,she,gets,[job]
19145,tori,shares,[news]
19146,you,want,"[to, go, through, life, as, the, woman, who, almost, rowed, across, the, ocean]"
19147,tori,rebuilt,"[american, pearl]"
19148,she,did,[it]
19149,mom,asked,[me]
19150,house,look,[what]
19151,i,drew,"[fairy, mushroom]"
19152,she,built,[it]
19153,i,designing,[houses]
19154,room,overlooks,[valley]
19155,you,enter,[house]
19156,rooms,have,[windows]
19157,we,made,[bed]
19158,client,wanted,"[tv, room]"
19159,we,made,[pod]
19160,we,have,[luxuries]
19161,i,tell,[you]
19162,people,hesitate,"[to, use, it]"
19163,bamboo,treat,[you]
19164,you,use,[it]
19165,it,lives,[seven]
19166,we,use,[seven]
19167,it,sends,[generation]
19168,it,grow,[meter]
19169,we,call,[it]
19170,it,has,"[strength, strength]"
19171,it,slam,[tons]
19172,it,take,[it]
19173,he,chose,[bamboo]
19174,father,built,[school]
19175,he,saw,[it]
19176,i,saw,[structures]
19177,this,makes,[sense]
19178,this,happened,[what]
19179,we,do,[what]
19180,i,founded,[ibuku]
19181,ibu,means,[mother]
19182,ku,means,[mine]
19183,it,represents,"[mother, earth]"
19184,we,doing,[what]
19185,together,creating,[way]
19186,we,built,[structures]
19187,you,seen,[them]
19188,we,fill,[them]
19189,we,surround,[them]
19190,we,love,"[to, invite, you, all, to, come, visit, someday]"
19191,you,see,[school]
19192,we,keep,"[building, classrooms, fairy, mushroom, house]"
19193,we,replicated,[that]
19194,that,spans,[meters]
19195,we,doing,[what]
19196,that,reached,"[bamboo, rafts]"
19197,it,take,[what]
19198,we,needed,"[treatment, solutions]"
19199,it,turns,[bamboo]
19200,structure,treat,[it]
19201,structure,design,[it]
19202,structure,last,[lifetime]
19203,it,values,[artisan]
19204,we,had,"[to, invent, our, own, rules]"
19205,we,ask,[bamboo]
19206,it,wants,"[what, to, become]"
19207,it,says,[what]
19208,we,use,[that]
19209,we,bring,[it]
19210,we,measure,[pole]
19211,we,consider,[curve]
19212,we,choose,[piece]
19213,we,consider,[everything]
19214,you,make,[door]
19215,we,had,"[to, push, ourselves]"
19216,we,found,[space]
19217,you,make,[ceiling]
19218,you,have,[boards]
19219,me,tell,[you]
19220,you,got,[what]
19221,you,design,"[kitchen, countertops]"
19222,that,do,[justice]
19223,we,carve,[each]
19224,we,leave,[crusts]
19225,we,doing,[what]
19226,connections,reinforced,"[steel, joints]"
19227,we,use,[lot]
19228,you,feel,[texture]
19229,it,affect,[way]
19230,you,walk,[that]
19231,it,change,[footprint]
19232,you,leave,[that]
19233,i,remember,"[being, nine, years, old, and, feeling, wonder, ,, and, possibility, ,, and, a, little, bit, of, idealism]"
19234,we,got,[way]
19235,you,create,"[beauty, comfort, safety]"
19236,we,going,"[what, to, do]"
19237,we,going,"[to, talk, about, your, life]"
19238,we,using,[pictures]
19239,you,shared,[that]
19240,you,brought,"[martin, rothblatt]"
19241,you,married,[woman]
19242,i,saw,[bina]
19243,we,began,"[living, together]"
19244,i,saw,[her]
19245,i,saw,[aura]
19246,i,asked,[her]
19247,she,saw,[aura]
19248,we,showed,[pictures]
19249,we,married,[pictures]
19250,i,think,"[addressing, this, problem, of, how, could, you, use, satellites, to, revolutionize, radio]"
19251,you,had,[companies]
19252,you,started,"[addressing, this, problem, of, how, could, you, use, satellites, to, revolutionize, radio]"
19253,you,use,[satellites]
19254,i,loved,"[space, technology, satellites]"
19255,i,developed,[types]
19256,i,had,[idea]
19257,we,make,[satellite]
19258,who,used,[sirius]
19259,mr,thank,[you]
19260,it,happened,"[it, side]"
19261,i,discussed,"[it, side]"
19262,i,expressed,[it]
19263,i,kept,[it]
19264,it,showed,[side]
19265,each,had,[take]
19266,i,love,[soul]
19267,i,love,[soul]
19268,daughter,did,[thing]
19269,she,told,[people]
19270,i,love,[dad]
19271,she,loves,[me]
19272,she,had,[problem]
19273,you,published,[book]
19274,people,have,[genitals]
19275,genitals,determine,"[gender, identity]"
19276,they,want,[gender]
19277,they,forced,[society]
19278,africa,used,"[to, force, people, into, categories, of, black, or, white]"
19279,that,separate,[genders]
19280,that,crosses,[continuum]
19281,i,change,[gender]
19282,i,change,[hairstyle]
19283,she,finding,[herself]
19284,she,diagnosed,"[to, have, a, rare, ,, almost, invariably, fatal, disease, called, pulmonary, arterial, hypertension]"
19285,we,tried,"[to, get, her, to, the, best, doctors, we, could]"
19286,we,ended,[us]
19287,head,told,[us]
19288,he,going,"[to, refer, her, to, get, a, lung, transplant]"
19289,he,hold,[hope]
19290,people,died,[film]
19291,any,seen,[film]
19292,kind,crying,[fate]
19293,kind,bemoaning,[fate]
19294,you,accept,[that]
19295,you,started,"[trying, to, research, and, see, if, you, could, find, a, cure, somehow]"
19296,you,find,[cure]
19297,i,tag,[team]
19298,other,watched,[rest]
19299,she,sleeping,[team]
19300,i,read,[article]
19301,i,taken,[biology]
19302,i,had,"[to, go, from, a, biology, textbook, to, a, college, -, level, textbook, and, then, medical, textbook, and, the, journal, articles, ,, back, and, forth]"
19303,i,knew,"[to, think, that, it, might, be, possible, that, somebody, could, find, a, cure]"
19304,somebody,find,[cure]
19305,we,started,[foundation]
19306,i,wrote,[description]
19307,we,pay,[description]
19308,we,appreciate,[funding]
19309,you,provided,[us]
19310,we,going,"[to, be, able, to, find, a, cure, in, time, to, save, your, daughter]"
19311,wellcome,is,"[glaxo, wellcome]"
19312,that,halt,[progression]
19313,wellcome,acquired,"[glaxo, wellcome]"
19314,they,made,[decision]
19315,you,use,[expertise]
19316,you,get,[access]
19317,i,went,"[to, send, the, drug, out, to, anybody, at, all]"
19318,times,rejected,"[to, send, the, drug, out, to, anybody, at, all]"
19319,they,having,"[to, send, the, drug, out, to, anybody, at, all]"
19320,they,going,"[to, send, the, drug, out, to, anybody, at, all]"
19321,they,thought,"[to, send, the, drug, out, to, anybody, at, all]"
19322,i,have,[expertise]
19323,i,wore,[resistance]
19324,they,had,[hope]
19325,they,tried,"[to, tell, me, ,, "", you, 're, just, wasting, your, time]"
19326,you,wasting,[time]
19327,they,agreed,"[to, give, me, worldwide, rights, to, this, drug]"
19328,you,put,[drug]
19329,it,take,[what]
19330,i,wrote,[check]
19331,they,gave,"[me, ziploc, bag]"
19332,they,said,"[do, n't, give, it, to, any, human, ,, ""]"
19333,they,gave,[piece]
19334,which,said,"[to, figure, out, a, way, to, make, this, medicine]"
19335,we,had,"[to, figure, out, a, way, to, make, this, medicine]"
19336,it,had,[life]
19337,piece,keeping,"[jenesis, people]"
19338,that,had,[sparkle]
19339,piece,produces,[dollars]
19340,you,took,"[company, public]"
19341,you,made,[fortune]
19342,you,paid,[glaxo]
19343,we,pay,[percent]
19344,you,see,"[me, bina, jenesis]"
19345,she,do,[anything]
19346,she,believe,[me]
19347,you,grew,[life]
19348,you,got,[disease]
19349,i,run,"[to, run, into, anybody, again]"
19350,i,want,"[to, run, into, anybody, again]"
19351,she,chooses,"[to, work, in, united, therapeutics]"
19352,she,wants,"[to, do, all, she, can, to, help, other, people, with, orphan, diseases, get, medicines]"
19353,who,has,[disease]
19354,you,are,[that]
19355,you,tackling,[that]
19356,they,'s,[it]
19357,who,continue,"[to, die, of, this, illness]"
19358,medicines,slow,[progression]
19359,they,halt,[it]
19360,you,address,[that]
19361,i,conceptualize,[possibility]
19362,we,keep,"[cars, planes, buildings]"
19363,we,create,[supply]
19364,we,teamed,"[pig, genome]"
19365,company,modify,"[pig, genome]"
19366,organs,rejected,[body]
19367,organs,create,[supply]
19368,we,do,[this]
19369,we,had,[that]
19370,you,says,[something]
19371,this,mean,[what]
19372,graph,means,[what]
19373,rate,advancing,[that]
19374,that,processes,"[information, world]"
19375,what,take,[contents]
19376,what,preserve,[them]
19377,you,describe,[that]
19378,on,creating,[situation]
19379,people,create,"[mind, file]"
19380,we,poured,[that]
19381,all,stored,[situation]
19382,we,call,[bina]
19383,she,programmed,"[hanson, robotics]"
19384,she,'s,"[web, hundreds]"
19385,she,roams,[web]
19386,she,has,[hundreds]
19387,she,says,[things]
19388,that,blow,[people]
19389,who,says,[answers]
19390,she,interviewed,[things]
19391,it,costs,"[us, nothing]"
19392,what,have,[you]
19393,i,think,[one]
19394,that,allow,[us]
19395,that,develop,"[consciousness, operating, systems]"
19396,that,have,[life]
19397,this,sound,[mad]
19398,you,done,[what]
19399,you,bet,[mad]
19400,minds,give,[that]
19401,that,undertaken,[companies]
19402,you,are,"[to, be, a, genius, to, see, that, all, these, threads, are, going, to, come, together, and, ultimately, create, human, consciousness]"
19403,that,expresses,[aspects]
19404,you,have,"[to, be, a, genius, to, see, that, all, these, threads, are, going, to, come, together, and, ultimately, create, human, consciousness]"
19405,threads,going,"[to, come, together, and, ultimately, create, human, consciousness]"
19406,i,are,[other]
19407,we,have,[simulacrum]
19408,that,helps,"[us, process, books]"
19409,we,do,[shopping]
19410,i,believe,[other]
19411,we,love,[other]
19412,i,love,[you]
19413,i,think,[bina]
19414,we,have,[mic]
19415,we,invite,[you]
19416,i,have,"[to, ask, you, one, question]"
19417,we,need,"[to, see, you]"
19418,someone,told,[you]
19419,i,thought,[that]
19420,we,started,"[making, goals, and, setting, those, goals, and, accomplishing, things]"
19421,you,knew,[it]
19422,we,keep,"[going, up, and, up]"
19423,we,stopping,"[that, making, goals, and, setting, those, goals, and, accomplishing, things, going, up, and, up]"
19424,martine,told,[something]
19425,he,wanted,"[to, live, for, hundreds, of, years, as, a, mind, file]"
19426,we,want,"[to, do, it, together]"
19427,we,want,"[to, wake, up, together]"
19428,mr,thank,[you]
19429,we,say,[infidelity]
19430,we,mean,[what]
19431,i,traveled,[globe]
19432,who,shattered,[infidelity]
19433,infidelity,has,[tenacity]
19434,men,had,[license]
19435,men,supported,[host]
19436,that,justified,[need]
19437,monogamy,used,"[to, be, one, person, for, life]"
19438,we,used,"[to, marry]"
19439,we,had,[sex]
19440,we,marry,"[having, sex, with, others]"
19441,we,stop,"[having, sex, with, others]"
19442,monogamy,had,[nothing]
19443,men,relied,[cows]
19444,who,gets,[cows]
