,term,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
5967,electronically,1,0,0,0,0,0,0,0,0,1,2,0,0,0,1,0
5968,electronics,0,2,3,3,0,2,3,2,3,3,4,5,5,0,2,3
5969,electrons,1,1,0,6,0,0,6,5,0,1,4,6,1,0,1,1
5970,electrophysiology,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
5971,electroplating,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
5972,electrostatic,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
5973,elegance,1,1,0,1,2,3,1,0,0,1,0,0,1,0,0,0
5974,elegant,3,0,0,3,1,1,2,0,2,3,1,1,13,3,0,0
5975,elegantly,0,1,0,1,2,2,1,0,0,0,0,1,1,0,0,0
5976,element,0,1,4,7,4,3,3,3,4,7,3,0,7,5,3,4
5977,elemental,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5978,elementary,0,0,0,0,0,2,9,1,3,6,0,0,2,1,4,1
5979,elements,0,1,2,14,19,6,12,3,6,16,5,2,6,7,9,5
5980,elephant,3,1,0,1,0,2,3,1,2,1,0,5,2,2,0,7
5981,elephants,1,0,0,0,1,2,5,1,0,0,0,18,0,0,1,6
5982,elevate,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
5983,elevated,0,0,0,1,1,1,1,0,0,2,3,0,2,0,0,4
5984,elevates,0,0,0,3,1,0,0,1,0,0,0,0,0,0,0,1
5985,elevating,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
5986,elevation,0,1,2,6,0,0,0,0,0,0,0,0,0,0,0,0
5987,elevator,0,3,1,0,0,3,0,0,0,5,1,1,2,2,1,4
5988,elevators,3,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
5989,eleven,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1
5990,eleventh,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0
5991,eli,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0
5992,elicit,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
5993,eligible,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0
5994,eliminate,0,0,0,3,0,4,3,1,2,9,2,1,0,3,4,5
5995,eliminated,0,0,1,1,0,2,0,1,1,0,0,2,2,0,0,1
5996,eliminates,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
5997,eliminating,0,0,0,1,0,0,2,1,0,1,1,0,0,0,1,1
5998,elimination,0,0,0,2,0,0,0,1,0,0,0,1,2,0,0,0
5999,eliot,0,1,0,1,0,0,0,0,0,0,0,1,1,0,2,0
6000,elite,2,8,0,1,0,2,0,2,2,5,1,0,9,3,1,7
6001,elites,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1
6002,elizabeth,1,0,0,0,0,0,0,0,1,2,0,1,4,0,1,1
6003,elizabethan,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
6004,ellipse,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0
6005,elliptical,1,0,0,0,2,1,1,0,0,0,0,0,0,1,1,0
6006,ellsey,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0
6007,elon,0,0,0,0,0,0,0,0,0,0,0,4,1,4,1,12
6008,eloquently,0,2,0,1,1,1,1,0,0,0,0,0,1,0,0,0
6009,elsewhere,2,2,1,0,2,8,3,7,6,0,1,0,1,4,4,6
6010,elusive,0,0,0,0,1,1,0,1,1,2,0,1,2,0,2,0
6011,em,1,0,1,0,1,1,2,1,1,0,1,41,2,1,0,99
6012,emaciated,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6013,emailed,1,1,1,2,0,0,0,0,0,2,5,1,0,1,0,2
6014,emailing,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,1
6015,emails,0,0,2,0,4,1,1,2,1,1,0,2,2,5,5,4
6016,emanate,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
6017,emancipation,0,2,0,0,0,0,1,0,1,0,0,0,1,0,0,0
6018,embalming,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
6019,embankment,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
6020,embark,1,0,0,0,1,0,0,0,0,2,1,0,0,1,2,0
6021,embarked,0,0,0,1,1,3,0,1,0,0,0,0,0,0,3,0
6022,embarking,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
6023,embarrassed,1,0,0,2,3,0,2,0,2,3,0,1,1,0,1,3
6024,embarrassing,0,0,2,0,1,0,2,0,2,3,1,3,4,2,1,5
6025,embarrassment,1,0,0,0,1,0,2,1,0,0,0,0,0,2,2,0
6026,embassies,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
6027,embassy,0,0,0,0,0,3,4,0,0,4,1,1,0,1,1,0
6028,embed,1,0,0,2,0,2,0,0,0,1,0,1,1,0,2,2
6029,embedded,1,4,0,3,2,3,8,3,6,8,2,2,3,5,2,4
6030,embedding,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1
6031,embeds,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
6032,embellishment,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
6033,emblematic,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
6034,embodied,0,0,1,1,0,0,0,1,14,0,0,2,0,0,0,3
6035,embodiment,0,0,1,0,1,0,1,1,0,0,1,0,0,1,1,0
6036,embody,0,0,1,0,0,0,1,3,0,0,1,0,1,2,2,1
6037,embrace,1,2,1,6,1,8,1,4,0,12,10,4,4,3,5,2
6038,embraced,1,1,0,0,2,1,1,1,3,1,0,5,0,2,1,2
6039,embraces,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0
6040,embracing,0,0,1,1,0,1,0,0,0,1,0,3,2,0,2,2
6041,embroidered,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
6042,embroidery,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
6043,embroiled,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
6044,embryo,0,4,0,0,0,0,0,0,0,4,0,1,0,0,0,0
6045,embryos,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0
6046,emerald,0,0,0,0,0,0,0,0,0,0,0,0,9,0,1,0
6047,emerge,0,3,0,5,1,7,7,4,1,4,3,2,3,3,1,5
6048,emerged,4,3,1,6,1,3,3,5,1,4,5,1,0,3,0,2
6049,emergence,0,7,1,1,2,1,1,2,3,0,0,0,2,1,2,0
6050,emergencies,0,0,0,0,0,2,0,0,0,1,1,0,0,0,2,0
6051,emergency,1,1,0,13,4,2,7,2,1,2,1,3,1,7,6,3
6052,emergent,0,4,1,1,0,3,0,0,0,0,1,5,8,0,1,0
6053,emerges,0,0,0,2,1,2,0,2,1,0,4,1,0,0,1,1
6054,emerging,0,1,2,1,6,7,1,3,2,6,3,1,1,5,6,3
6055,emerson,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,1
6056,emile,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3
6057,emily,1,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0
6058,emirates,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1
6059,emission,0,0,1,0,0,6,0,5,1,0,2,0,0,1,3,2
6060,emissions,0,1,0,0,6,15,3,4,9,5,5,4,1,0,4,15
6061,emit,0,0,0,0,1,1,1,1,1,0,1,0,0,0,2,3
6062,emits,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1
6063,emitted,0,0,1,0,0,1,0,3,1,1,0,2,0,0,0,0
6064,emitters,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
6065,emitting,0,0,2,0,0,3,0,1,0,0,0,0,0,1,1,2
6066,emma,0,0,0,0,4,0,0,0,0,0,0,17,0,4,0,0
6067,emmanuel,0,0,0,0,0,0,2,0,1,0,0,0,1,0,0,1
6068,emotion,0,17,19,1,18,1,0,7,8,5,3,6,2,4,5,6
6069,emotionally,1,1,0,0,3,3,1,1,2,1,2,0,4,1,2,5
6070,emotive,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
6071,empathetic,0,0,1,0,0,0,0,1,0,1,0,0,1,4,0,1
6072,empathic,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0
6073,empathize,0,0,0,0,0,1,1,1,0,0,1,0,1,1,1,0
6074,empathy,0,0,0,2,1,7,1,5,3,0,19,8,7,12,2,4
6075,emperors,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
6076,emphasis,0,0,0,0,1,0,0,3,0,3,1,3,1,2,2,0
6077,emphasize,0,0,0,1,2,6,5,0,4,0,1,1,0,2,0,3
6078,emphasized,0,0,0,0,1,0,1,1,0,0,1,2,0,0,0,0
6079,emphasizes,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0
6080,emphatically,0,1,2,0,0,0,0,1,0,0,1,0,0,0,0,0
6081,emphysema,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0
6082,empire,2,0,1,2,2,4,1,2,3,2,1,4,1,0,4,1
6083,empires,0,2,2,3,1,1,0,0,0,0,0,3,0,0,1,0
6084,empirical,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0
6085,employ,1,0,1,0,0,0,0,0,1,0,2,1,1,0,1,1
6086,employed,0,0,1,0,2,2,1,0,0,0,0,3,0,1,2,0
6087,employee,0,0,0,0,0,1,0,0,2,0,1,1,4,2,3,5
6088,employees,1,1,1,3,1,5,0,4,9,2,3,2,8,1,2,5
6089,employer,0,0,0,0,0,2,0,0,0,0,0,1,0,2,0,1
6090,employers,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,2
6091,employing,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
6092,employment,0,0,0,2,0,1,2,0,0,0,1,5,1,0,4,2
6093,empower,0,0,0,1,1,1,3,1,3,0,1,2,1,0,2,4
6094,empowered,0,2,0,0,2,1,0,0,1,5,2,2,0,2,0,8
6095,empowering,0,0,0,0,2,3,0,3,1,0,2,1,0,1,1,5
6096,empowerment,0,0,0,0,1,1,0,3,0,0,0,1,0,1,1,1
6097,empowers,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0
6098,emptied,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1
6099,emptiness,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2
6100,emptying,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
6101,emulate,0,1,0,0,0,0,1,1,1,0,1,1,2,0,1,3
6102,emulates,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
6103,emulation,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
6104,en,0,0,2,1,1,1,3,1,0,0,0,0,0,0,0,0
6105,enable,0,1,0,0,6,8,1,3,4,4,0,0,5,3,7,5
6106,enabled,0,1,2,7,3,6,1,1,1,3,2,4,6,1,4,1
6107,enabler,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1
6108,enablers,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
6109,enables,2,1,1,1,0,2,2,5,3,5,1,3,4,1,2,3
6110,enabling,0,1,0,3,0,1,0,1,1,2,2,0,3,2,2,1
6111,enact,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1
6112,enacted,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2
6113,encapsulate,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,1
6114,encased,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
6115,enceladus,0,0,0,0,0,11,0,4,0,0,0,0,0,2,0,0
6116,enchanted,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
6117,enclaves,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2
6118,enclosed,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
6119,enclosure,0,0,0,0,7,0,0,1,0,0,0,0,1,0,0,1
6120,encode,0,0,0,0,1,2,1,3,0,3,1,0,2,1,0,0
6121,encoded,0,0,0,0,0,0,0,1,2,2,0,2,0,1,0,1
6122,encodes,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1
6123,encoding,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1
6124,encompass,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
6125,encompasses,0,0,0,1,1,0,0,0,1,0,0,0,2,0,0,0
6126,encompassing,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
6127,encore,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
6128,encounter,1,1,4,3,2,1,8,3,0,5,1,1,2,4,3,5
6129,encountered,0,1,0,0,1,0,1,5,0,4,0,1,1,2,1,0
6130,encountering,0,0,1,0,0,0,0,0,0,0,0,1,3,0,0,0
6131,encounters,0,0,0,0,0,0,2,2,1,0,0,2,0,0,0,2
6132,encourage,4,1,0,1,2,7,4,4,5,9,3,7,7,3,3,9
6133,encouraged,0,0,2,0,0,2,2,2,0,1,1,4,9,3,3,1
6134,encouragement,0,0,0,0,0,2,1,0,0,0,1,2,0,0,0,2
6135,encourages,0,0,1,0,0,0,0,1,0,0,0,2,0,0,1,0
6136,encouraging,2,0,2,0,0,4,0,1,4,1,4,5,0,2,0,3
6137,encroach,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
6138,encrypted,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
6139,encryption,0,0,0,0,0,0,0,0,0,0,0,0,5,7,0,1
6140,encyclopedia,0,1,0,2,0,6,0,3,0,3,0,0,1,2,0,0
6141,encyclopedias,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0
6142,encyclopedic,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
6143,endangered,0,1,0,0,0,1,5,5,3,2,1,7,5,0,1,2
6144,endeavor,0,1,1,1,2,0,3,1,3,0,0,1,2,0,0,2
6145,endeavors,0,0,2,1,0,0,1,1,0,1,0,2,1,1,1,1
6146,endemic,0,0,0,0,0,0,1,2,0,0,0,0,0,1,1,0
6147,endgame,0,0,0,6,0,0,0,0,0,0,0,0,1,0,0,0
6148,ending,0,1,1,0,1,2,1,5,2,2,8,2,5,6,2,5
6149,endings,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0
6150,endless,0,0,0,0,1,0,2,0,1,1,1,0,6,1,2,5
6151,endlessly,0,0,0,0,0,0,2,0,3,0,0,0,3,0,1,0
6152,endogenous,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
6153,endorse,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
6154,endorsed,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
6155,endorsement,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
6156,endorsing,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0
6157,endowed,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0
6158,endurance,0,0,0,1,0,2,0,1,2,1,0,0,10,2,0,0
6159,endure,0,1,0,0,0,0,0,0,1,0,0,0,3,0,1,2
6160,endured,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0
6161,enduring,0,0,1,0,0,1,1,1,0,0,1,1,1,1,1,0
6162,enemies,0,0,1,2,2,1,8,0,0,0,2,3,0,2,3,5
6163,enemy,0,5,1,3,1,3,2,6,2,8,2,1,4,5,2,1
6164,energetic,0,1,0,1,0,0,1,2,0,0,0,2,0,0,3,0
6165,energies,0,0,1,0,0,3,1,0,1,0,0,0,1,1,0,0
6166,energized,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
6167,energizing,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,1
6168,enforced,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
6169,enforcement,0,0,0,1,0,0,0,0,0,2,1,0,3,23,0,1
6170,engaged,0,3,3,0,3,0,6,10,1,3,2,3,7,9,3,8
6171,engagement,0,0,9,0,0,0,1,4,0,4,1,1,0,3,5,7
6172,engages,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
6173,engaging,2,2,2,0,3,6,2,4,4,3,3,4,4,0,3,3
6174,engine,3,47,10,7,1,10,0,3,2,2,3,15,3,1,5,6
6175,engineered,2,0,0,4,0,0,0,2,4,5,2,2,1,8,2,1
6176,engines,0,11,1,3,1,0,0,3,1,1,0,4,2,1,1,4
6177,england,4,2,3,6,6,6,5,3,12,3,4,5,7,7,0,5
6178,englishman,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
6179,engraved,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,0
6180,engulf,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
6181,engulfed,0,0,0,0,2,1,1,0,0,1,0,0,0,1,0,0
6182,enhance,0,0,2,1,0,1,0,1,2,2,2,0,3,3,1,1
6183,enhanced,0,1,1,0,0,1,1,2,0,0,2,0,2,1,0,1
6184,enhancement,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,3
6185,enhances,0,0,1,1,0,0,0,0,2,0,1,0,1,1,0,1
6186,enhancing,0,0,0,0,1,0,0,2,0,2,0,0,3,1,1,2
6187,enigma,0,0,0,1,0,2,1,0,0,0,0,1,0,0,2,0
6188,enjoyable,3,0,0,0,1,0,0,0,0,0,1,1,2,1,0,0
6189,enjoyed,0,1,0,2,2,2,0,0,3,2,4,4,4,0,3,0
6190,enjoying,1,0,2,1,1,2,1,1,1,1,1,3,1,5,1,2
6191,enjoyment,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0
6192,enjoys,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0
6193,enlarged,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
6194,enlighten,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
6195,enlightened,0,3,0,0,1,0,4,2,1,1,0,0,1,0,1,1
6196,enlightenment,0,0,1,0,1,1,1,3,1,4,2,0,0,1,0,4
6197,enlist,0,1,1,2,0,0,0,2,1,0,1,0,0,0,0,0
6198,enlisted,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
6199,eno,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
6200,enormity,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1
6201,enormously,0,1,5,2,0,4,1,1,0,0,0,1,1,2,0,1
6202,enraged,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
6203,enrich,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,1
6204,enriched,0,0,0,0,0,3,4,0,0,0,0,7,0,0,0,1
6205,enriches,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0
6206,enriching,0,0,0,3,0,0,1,0,1,0,0,0,0,0,0,2
6207,enrichment,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0
6208,enrico,0,0,0,0,0,0,5,0,0,0,0,0,0,1,0,0
6209,enrique,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
6210,enriquez,0,2,0,0,0,0,0,1,0,2,0,0,0,0,0,0
6211,enroll,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
6212,enrolled,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,1
6213,enron,2,1,0,0,0,0,0,3,0,1,1,0,0,0,0,0
6214,ensemble,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0
6215,enslave,0,0,1,0,0,0,0,0,1,0,0,0,0,2,0,0
6216,enslaved,0,0,0,0,0,0,0,0,3,0,1,0,1,0,0,0
6217,ensuing,0,1,0,0,0,0,3,1,0,0,0,0,0,0,0,1
6218,ensure,0,0,0,0,1,2,0,3,4,1,0,1,11,2,3,2
6219,ensured,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
6220,ensuring,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,2
6221,entails,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
6222,entered,1,0,1,2,1,6,4,3,1,1,3,4,4,2,2,2
6223,entering,1,1,1,1,1,3,3,2,1,1,1,0,2,4,6,1
6224,enterprise,1,0,0,0,1,4,0,2,0,0,0,2,3,3,5,0
6225,enterprises,0,0,0,0,0,1,0,1,1,0,0,0,3,0,0,0
6226,enterprising,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0
6227,enters,1,1,3,1,1,1,4,2,1,2,0,0,1,1,3,1
6228,entertain,1,1,0,0,0,0,1,1,0,1,0,1,2,0,0,0
6229,entertained,1,0,0,0,0,0,2,0,0,0,1,0,2,0,1,1
6230,entertaining,0,0,0,1,3,1,1,0,0,3,0,0,1,0,0,1
6231,enthrall,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6232,enthusiasm,5,1,0,2,0,3,2,2,1,1,0,0,2,1,1,0
6233,enthusiast,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
6234,enthusiastic,0,0,0,0,0,1,1,4,0,0,1,0,1,0,4,0
6235,enticing,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
6236,entirety,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1
6237,entities,0,1,0,0,0,4,0,0,7,1,0,1,0,2,1,0
6238,entitled,1,0,1,0,0,1,0,1,4,0,0,0,3,4,2,1
6239,entitlement,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0
6240,entitlements,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
6241,entity,0,1,0,1,1,1,0,1,1,2,0,0,0,1,1,3
6242,entrance,0,11,1,0,2,4,0,0,2,2,0,1,2,0,1,10
6243,entranced,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
6244,entrenched,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0
6245,entrepreneur,2,0,1,0,0,4,0,1,0,1,1,2,1,1,4,3
6246,entrepreneurial,0,0,0,0,0,2,0,0,0,0,0,1,0,0,2,0
6247,entrepreneurs,2,0,1,0,3,5,0,5,0,1,1,1,2,1,3,5
6248,entrepreneurship,0,0,0,0,0,2,1,2,0,0,0,2,0,0,2,1
6249,entries,0,0,1,1,3,3,0,0,1,1,0,0,0,2,0,0
6250,entropy,0,0,3,0,0,0,1,0,0,4,0,0,0,0,1,1
6251,entry,2,3,0,5,0,2,0,3,0,0,0,2,0,0,9,1
6252,entryway,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6253,entwined,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
6254,envelope,0,0,1,5,0,1,0,1,2,1,2,2,6,1,3,0
6255,enveloped,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
6256,envelopes,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0
6257,enveloping,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
6258,environmental,2,10,0,3,22,6,8,10,14,8,1,20,7,3,13,8
6259,environmentalist,0,0,0,1,0,0,0,0,2,0,0,1,0,0,0,0
6260,environmentalists,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,4
6261,environmentally,2,1,0,3,2,1,0,3,2,3,1,1,0,0,2,0
6262,envision,2,3,0,2,1,0,1,0,1,1,0,0,2,2,0,2
6263,envisioned,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6264,envisioning,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
6265,envy,0,1,0,0,0,2,0,1,0,0,0,2,1,1,0,0
6266,enzyme,0,1,0,1,2,0,0,3,2,0,0,0,2,0,0,1
6267,enzymes,0,0,0,1,0,0,9,0,0,1,0,1,0,0,0,0
6268,epa,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
6269,ephemeral,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1
6270,epic,0,0,0,0,1,0,1,1,22,1,2,0,2,1,0,0
6271,epics,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
6272,epidemic,3,2,6,0,6,18,2,4,13,1,2,0,2,15,7,5
6273,epidemics,0,1,0,0,0,1,0,0,1,0,0,0,0,2,0,1
6274,epidemiological,0,0,0,0,1,0,0,0,2,0,0,0,1,1,0,0
6275,epidemiologist,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
6276,epidemiologists,0,0,0,0,1,2,0,1,0,0,0,0,0,2,0,0
6277,epidemiology,0,0,0,0,2,1,1,0,0,0,0,0,0,1,0,0
6278,epigenetic,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
6279,epilepsy,0,0,1,11,0,0,0,1,0,3,0,0,2,1,0,0
6280,epileptic,0,2,0,5,0,0,0,0,0,1,0,0,0,0,0,0
6281,epiphanies,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
6282,epiphany,0,0,0,2,1,9,2,1,1,0,0,4,0,0,5,0
6283,epiphytes,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0
6284,episode,1,0,0,0,0,2,0,0,1,3,0,0,2,1,7,2
6285,episodes,0,0,0,1,0,1,0,0,1,2,0,0,1,0,6,3
6286,epistemological,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
6287,epitomize,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
6288,epitomizes,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
6289,epitope,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0
6290,epoch,0,0,3,0,0,0,0,0,0,0,0,0,0,1,4,0
6291,equal,2,3,0,2,4,5,6,8,3,5,4,5,8,5,3,5
6292,equality,0,5,0,4,2,1,0,0,0,0,0,3,9,7,2,1
6293,equally,1,0,2,2,5,2,2,8,2,2,2,2,3,2,6,9
6294,equals,0,3,0,5,3,1,0,3,2,1,0,0,0,1,0,2
6295,equate,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
6296,equated,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
6297,equates,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
6298,equation,1,1,1,8,5,11,14,9,8,2,2,0,6,0,3,3
6299,equations,0,0,0,3,1,7,5,1,0,3,0,0,10,4,0,5
6300,equator,0,2,0,0,0,1,0,6,1,0,0,0,0,2,1,0
6301,equatorial,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0
6302,equilibrium,0,3,1,1,0,0,1,4,0,0,0,2,0,0,2,0
6303,equip,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4
6304,equipped,1,0,0,0,1,0,2,2,1,1,2,0,1,2,3,1
6305,equitable,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0
6306,equity,0,0,0,0,0,4,0,3,1,2,0,0,0,2,2,1
6307,equivalents,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0
6308,er,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0
6309,eradicate,0,0,0,0,2,2,1,2,5,7,0,0,0,0,1,3
6310,eradicated,0,0,0,0,6,0,0,0,1,8,0,1,2,0,0,1
6311,eradicating,0,0,0,0,4,0,0,0,0,1,0,1,0,0,0,0
6312,eradication,0,0,0,0,2,1,0,1,0,17,1,0,0,2,1,1
6313,eras,0,0,1,0,0,0,0,1,1,1,0,0,0,1,0,0
6314,erase,0,0,0,4,0,0,0,2,0,1,2,4,2,0,2,4
6315,erased,0,0,0,4,1,0,0,0,0,0,0,0,0,4,0,0
6316,erases,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
6317,erasure,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
6318,eratosthenes,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
6319,erect,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0
6320,erected,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
6321,erectile,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
