,term,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
10885,mantis,0,0,18,0,0,0,1,0,1,0,0,0,0,0,0,0
10886,mantises,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
10887,mantra,0,0,1,0,1,0,0,0,1,2,0,0,3,0,1,4
10888,manual,3,0,3,0,3,4,1,2,0,2,2,1,0,2,3,3
10889,manually,0,0,0,0,1,3,0,0,0,0,0,0,0,1,0,0
10890,manuals,0,2,0,0,2,1,1,0,0,0,0,0,0,0,0,0
10891,manufacturable,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0
10892,manufacture,0,1,2,2,2,2,1,0,2,0,2,0,5,1,0,0
10893,manufactured,1,3,3,1,0,2,0,1,0,0,1,2,3,1,0,1
10894,manufacturer,0,0,0,0,2,0,1,0,0,4,0,2,1,1,0,2
10895,manufacturers,1,0,0,2,1,2,1,1,0,0,0,1,0,2,1,2
10896,manufacturing,3,2,0,10,0,5,2,6,3,5,1,11,16,18,2,5
10897,manure,0,0,0,0,2,4,0,1,0,0,0,1,1,0,0,0
10898,manuscript,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0
10899,manuscripts,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
10900,mao,0,3,0,1,1,2,0,3,0,0,0,0,0,0,0,2
10901,maori,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
10902,maple,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
10903,mapped,0,1,0,0,2,0,1,3,2,0,0,0,3,3,5,2
10904,mapping,0,3,1,1,2,3,1,2,6,2,2,0,2,5,5,0
10905,maps,2,0,0,16,6,0,8,0,6,8,0,1,4,6,3,1
10906,marathon,0,0,0,0,0,0,0,0,1,1,0,0,6,1,4,1
10907,marathoners,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0
10908,marathons,0,0,0,1,0,0,0,0,0,1,0,0,2,1,1,0
10909,marble,0,0,0,0,0,0,1,1,2,0,0,0,1,1,0,4
10910,marbles,0,3,0,0,0,0,0,0,0,1,0,0,0,0,3,0
10911,marc,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,3
10912,marched,0,0,1,0,0,0,0,0,0,1,0,0,3,2,2,2
10913,marches,0,0,0,0,0,0,0,0,0,0,1,0,3,1,0,2
10914,marching,0,0,1,2,0,2,0,0,0,0,0,1,2,2,4,0
10915,marco,0,0,0,0,0,0,0,0,0,1,2,0,5,0,0,0
10916,marcus,3,0,0,0,0,0,1,2,0,0,0,1,0,0,0,0
10917,margaret,0,2,4,1,0,0,2,0,6,0,2,0,0,0,0,1
10918,marge,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
10919,margin,0,0,0,1,2,2,0,1,0,0,4,0,0,0,1,0
10920,marginal,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
10921,marginalized,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
10922,margins,0,1,0,1,0,0,0,1,0,0,1,0,0,3,0,0
10923,maria,5,0,0,0,0,1,1,3,0,0,1,2,0,0,0,4
10924,marie,0,0,0,0,0,0,3,1,0,0,0,3,0,0,1,0
10925,marijuana,0,0,3,1,6,0,1,2,1,0,0,0,0,1,0,0
10926,marilyn,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1
10927,marine,0,2,0,1,1,3,2,9,1,0,0,3,1,1,1,4
10928,marines,0,0,0,6,0,2,0,0,0,0,0,0,1,0,0,0
10929,marionette,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
10930,marital,0,0,0,0,0,2,0,0,0,0,1,0,1,0,0,1
10931,marked,0,2,0,1,0,1,1,2,0,1,1,4,0,1,3,0
10932,marker,0,0,1,1,1,1,0,5,0,1,2,4,21,0,1,0
10933,markers,0,1,0,0,1,0,0,11,1,0,0,0,2,0,3,3
10934,marketed,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
10935,marketers,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10936,marketing,3,1,2,1,4,6,2,3,1,5,0,3,4,0,3,6
10937,marketplace,1,0,1,3,2,1,0,4,0,0,0,0,1,1,1,0
10938,marketplaces,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0
10939,markets,3,1,2,4,3,9,1,15,2,0,4,4,3,3,13,9
10940,marking,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
10941,markings,0,1,0,0,0,0,2,0,0,0,0,0,1,0,0,0
10942,marks,1,0,1,3,0,1,1,1,3,4,0,1,0,0,2,0
10943,marlene,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,8
10944,marley,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
10945,marriage,0,5,3,1,8,2,2,8,17,5,3,8,16,15,3,5
10946,marriages,1,0,0,0,4,1,0,0,3,0,1,0,3,1,2,1
10947,marries,0,0,0,0,0,1,0,0,17,0,0,0,0,0,0,0
10948,marriott,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
10949,marry,0,1,0,1,5,1,2,2,3,1,0,4,7,4,2,2
10950,marrying,0,0,0,1,0,0,0,0,0,1,0,0,2,2,0,1
10951,mars,16,2,0,7,30,1,4,1,1,0,3,15,5,118,8,14
10952,marsha,0,0,4,0,0,0,0,0,0,0,0,1,1,0,0,0
10953,marshall,0,2,0,3,0,1,3,0,0,0,1,0,0,1,2,1
10954,marshmallow,0,0,0,0,0,0,0,12,11,1,0,0,0,0,0,0
10955,marshmallows,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0
10956,mart,0,0,2,1,2,13,1,0,0,0,0,0,0,7,0,0
10957,martha,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0
10958,martial,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
10959,martian,0,0,0,1,1,3,0,0,0,0,0,4,0,3,0,1
10960,martians,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0
10961,martin,2,1,0,3,1,1,2,2,7,0,1,4,7,3,4,10
10962,marty,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
10963,martyrdom,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
10964,marvel,0,0,0,1,1,1,0,0,0,1,1,1,2,1,0,0
10965,marveled,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1
10966,marvelous,1,2,3,0,1,2,1,1,1,0,0,3,1,2,1,3
10967,marvelously,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
10968,marvels,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
10969,marvin,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0
10970,marx,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
10971,mary,0,0,3,0,10,1,1,0,0,3,1,0,2,28,3,0
10972,maryland,0,1,0,3,0,0,0,0,0,1,0,4,2,0,1,2
10973,masculine,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
10974,masculinity,2,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0
10975,mash,1,0,0,0,0,1,0,2,3,0,0,0,0,0,1,0
10976,mashed,0,0,0,0,1,0,0,0,3,0,0,1,0,1,0,1
10977,mask,0,3,0,1,0,8,2,1,2,4,0,0,2,1,0,7
10978,masked,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
10979,masks,0,0,0,0,0,9,3,0,0,2,0,0,0,0,2,2
10980,maslow,1,0,1,0,0,2,0,0,8,0,0,0,0,0,0,0
10981,mason,0,0,0,0,1,0,3,1,0,0,0,0,0,0,0,1
10982,massachusetts,0,1,0,3,1,2,3,2,1,1,0,1,1,1,2,0
10983,massage,1,1,0,0,0,0,0,0,0,2,0,0,0,3,0,0
10984,masse,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0
10985,masses,0,1,2,0,4,0,6,1,2,2,2,1,1,0,1,0
10986,massey,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
10987,massif,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
10988,massimo,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
10989,massively,1,0,0,0,1,0,0,1,3,1,0,4,0,3,1,0
10990,mast,0,0,0,0,0,0,1,0,1,0,0,0,0,2,0,0
10991,master,5,1,2,6,2,0,6,4,7,2,2,5,2,1,4,6
10992,mastered,0,0,4,0,2,0,0,0,0,1,1,1,1,1,1,0
10993,mastering,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
10994,masterpiece,0,0,0,0,0,0,0,0,0,2,1,0,2,0,2,0
10995,masterpieces,0,0,0,0,0,5,0,0,0,3,0,0,1,0,1,0
10996,masters,0,0,1,0,0,3,0,6,1,1,0,1,7,1,0,2
10997,mastery,0,0,0,0,1,0,0,2,0,4,2,0,12,0,0,0
10998,mastodon,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
10999,mat,0,0,0,1,3,0,1,0,0,2,0,0,0,0,1,0
11000,match,1,1,2,0,2,1,6,4,12,7,3,5,11,6,11,12
11001,matched,0,1,1,0,2,4,0,3,3,0,1,3,1,1,1,3
11002,matches,0,0,0,1,0,0,3,2,2,0,3,4,2,2,1,1
11003,matching,0,0,1,0,1,3,2,0,2,0,3,0,0,0,8,0
11004,mate,5,4,3,0,0,5,1,2,3,0,0,2,3,5,2,2
11005,materialism,0,0,1,0,2,0,0,0,0,0,0,1,1,0,0,0
11006,materialist,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0
11007,materialistic,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
11008,materialize,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0
11009,maternal,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0
11010,mates,0,0,0,1,0,1,0,1,1,1,0,0,6,1,0,1
11011,math,7,0,2,2,9,11,8,7,5,7,12,7,10,17,11,21
11012,mathematical,2,4,1,3,0,2,10,9,4,4,5,6,10,10,16,3
11013,mathematically,0,1,0,1,0,2,2,2,0,0,1,1,3,1,1,2
11014,mathematician,0,3,1,2,0,2,0,4,2,0,1,4,0,1,4,0
11015,mathematicians,1,1,0,0,0,1,1,20,3,0,3,3,0,4,5,2
11016,mathews,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
11017,maths,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1
11018,mating,1,4,0,0,4,0,6,0,6,1,0,0,2,0,0,0
11019,matriarch,0,0,0,0,0,0,2,0,0,0,2,0,1,0,1,0
11020,matrices,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
11021,matrix,0,0,3,4,0,0,10,1,2,2,0,1,0,2,5,4
11022,matt,0,0,0,0,0,1,1,0,1,0,1,4,0,3,4,0
11023,mattered,0,2,0,0,0,0,1,0,0,0,2,0,1,6,2,1
11024,matterhorn,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
11025,matthew,0,0,0,0,0,0,0,2,0,1,0,0,2,1,0,0
11026,matthieu,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0
11027,mattresses,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
11028,mature,0,4,1,0,1,0,0,1,1,1,1,2,2,1,0,4
11029,matured,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
11030,matures,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
11031,maturity,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
11032,maui,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0
11033,maurice,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
11034,mausoleum,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
11035,maverick,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,1
11036,max,0,0,1,1,1,1,1,0,0,1,0,1,1,0,0,0
11037,maxim,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
11038,maximal,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
11039,maximize,0,1,0,0,0,0,0,1,3,0,2,1,0,1,1,4
11040,maximizing,1,0,0,2,0,0,1,0,0,0,1,0,0,0,0,4
11041,maximum,0,0,1,5,1,0,1,1,3,1,0,4,0,1,1,4
11042,maxwell,0,0,0,0,0,3,1,1,0,0,0,1,1,1,0,0
11043,maya,0,4,0,0,0,2,0,0,0,0,1,1,0,1,0,0
11044,mayan,0,0,0,0,1,7,1,0,0,0,0,0,0,0,0,0
11045,mayas,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
11046,maynard,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0
11047,mayor,5,0,0,0,5,9,1,0,0,7,7,1,3,0,4,0
11048,mayors,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1
11049,mazda,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0
11050,maze,0,3,0,1,0,0,1,0,0,5,0,0,0,1,0,0
11051,mba,0,0,0,0,0,0,0,0,0,0,1,3,2,0,0,0
11052,mbas,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0
11053,mbeki,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
11054,mc,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0
11055,mccain,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0
11056,mcchrystal,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0
11057,mcdonald,1,0,11,0,2,0,0,0,0,0,0,1,0,0,0,1
11058,mcdonough,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
11059,mcgill,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
11060,mcgonigal,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0
11061,mcluhan,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1
11062,mcqueen,0,0,0,0,0,0,0,2,0,0,6,0,0,0,0,0
11063,mead,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
11064,meadows,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0
11065,meal,0,1,3,1,3,5,0,4,4,1,2,1,2,2,4,9
11066,meals,0,0,0,0,0,2,0,1,5,0,0,0,0,2,1,3
11067,meaningful,2,2,13,0,2,2,1,4,8,1,6,2,6,9,3,10
11068,meaningless,0,1,3,1,0,0,1,0,3,1,0,2,3,1,1,0
11069,meanings,0,0,2,0,0,1,0,1,1,2,0,1,1,0,1,0
11070,meantime,0,0,0,1,0,2,2,4,0,1,2,1,1,2,0,1
11071,meanwhile,1,1,1,1,2,1,2,3,0,1,1,3,1,5,6,2
11072,measles,0,0,0,0,0,0,0,1,9,1,0,1,1,4,0,1
11073,measurable,0,0,0,0,0,1,0,2,1,0,0,1,1,0,0,2
11074,measurably,0,0,1,0,0,0,2,0,0,0,0,0,0,1,0,0
11075,measurement,0,0,0,1,0,0,0,2,1,1,2,1,0,0,2,0
11076,measurements,1,0,2,4,0,3,1,1,1,0,3,0,2,3,2,1
11077,measures,1,1,2,2,2,3,1,0,8,1,0,1,2,4,3,1
11078,measuring,2,1,3,0,3,2,3,5,4,3,1,1,2,0,0,3
11079,meat,4,0,2,2,1,4,1,7,13,7,0,3,2,4,1,1
11080,meats,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
11081,meaty,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
11082,mecca,0,0,0,0,1,0,0,0,0,0,0,0,0,1,3,1
11083,mechanical,6,1,2,1,4,4,0,0,3,13,2,4,8,6,4,2
11084,mechanically,0,0,2,0,2,0,1,0,0,2,1,2,1,1,2,0
11085,mechanics,1,2,1,1,0,4,12,3,1,13,1,2,4,2,0,0
11086,mechanism,0,6,5,5,0,1,4,1,0,4,5,3,1,3,10,7
11087,mechanisms,1,2,1,2,2,0,3,0,3,1,1,1,3,4,0,9
11088,mechanized,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
11089,med,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0
11090,medal,0,0,0,0,0,2,0,0,1,0,0,0,2,0,2,1
11091,medalists,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0
11092,medals,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
11093,meddle,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
11094,median,1,1,0,0,0,2,0,0,0,0,0,2,0,1,1,1
11095,mediate,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0
11096,mediated,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1
11097,mediating,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
11098,mediation,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
11099,medicaid,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
11100,medically,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
11101,medicare,0,0,1,0,0,0,1,2,0,0,1,0,3,0,0,0
11102,medicated,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
11103,medicating,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
11104,medication,0,1,2,2,1,1,0,0,0,0,0,1,1,4,1,2
11105,medications,0,1,0,0,0,1,2,1,2,0,0,1,1,2,0,1
11106,medicines,0,0,0,0,0,2,1,1,2,0,0,1,0,9,2,5
11107,medics,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
11108,medieval,2,2,1,1,0,4,0,0,1,0,4,1,2,1,1,0
11109,mediocre,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,2
11110,mediocrity,0,0,0,0,1,0,0,1,0,0,0,0,3,0,0,0
11111,meditate,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
11112,meditation,0,0,2,1,0,0,0,0,0,0,1,0,2,2,0,6
11113,mediterranean,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2,4
11114,mediums,0,0,0,1,0,1,0,1,0,0,0,0,0,0,5,0
11115,medley,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0
11116,meds,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
11117,meetings,5,3,3,0,3,2,1,5,2,1,3,5,1,2,3,4
11118,meets,0,1,0,0,0,4,1,1,0,1,0,0,6,2,3,3
11119,mega,0,1,0,0,3,0,0,2,0,1,0,0,0,4,1,0
11120,megabits,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
11121,megabyte,0,0,1,1,0,0,3,0,0,0,0,0,0,0,0,0
11122,megacity,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9,0
11123,megafauna,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
11124,megaphone,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
11125,megapixel,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0
11126,megawatt,0,0,0,0,0,0,0,3,3,0,1,0,0,0,0,0
11127,megawatts,0,0,0,0,0,0,0,1,1,0,1,4,5,0,0,0
11128,meir,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
11129,mel,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
11130,melancholy,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
11131,melanin,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0
11132,melbourne,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
11133,melcher,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0
11134,meld,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
11135,melding,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
11136,melinda,0,0,0,0,0,0,0,0,0,0,0,3,9,1,0,0
11137,mellon,2,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0
11138,melodies,0,0,2,0,0,0,2,0,2,0,1,0,0,0,1,3
11139,melody,0,1,3,0,0,1,0,1,1,2,1,0,1,0,1,5
11140,melt,1,0,2,1,2,3,2,1,3,2,4,2,5,5,0,4
11141,melted,2,1,2,0,0,1,1,0,0,1,2,0,1,2,1,0
11142,melting,1,1,3,0,1,0,3,6,0,2,3,0,2,1,3,1
11143,melts,0,0,0,1,2,0,1,0,0,4,0,0,0,0,1,2
11144,members,1,0,5,1,3,4,9,10,3,5,5,11,12,12,9,9
11145,membership,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,6
11146,membrane,0,0,1,3,3,1,0,1,1,1,6,0,4,1,0,1
11147,membranes,0,0,0,1,0,0,3,0,0,0,0,0,1,0,0,0
11148,meme,7,0,0,1,4,1,13,2,0,0,0,5,1,1,0,1
11149,memento,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
11150,memes,16,1,0,0,1,0,26,0,4,0,2,0,1,1,0,0
11151,memetic,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0
11152,memetics,2,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0
11153,memo,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0
11154,memoir,0,0,0,0,0,0,0,2,0,0,1,0,0,1,4,0
11155,memoirs,0,0,0,0,0,1,2,0,0,0,1,0,0,0,0,0
11156,memorable,0,0,1,0,0,1,0,1,0,4,2,1,0,0,0,0
11157,memorial,11,2,0,0,2,0,0,1,0,2,0,0,1,1,5,3
11158,memorialized,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
11159,memorials,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
11160,memorize,0,1,0,2,1,0,0,0,0,0,9,0,2,0,1,0
11161,memorized,0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,0
11162,memorizing,0,1,0,1,0,0,0,0,0,0,7,0,0,0,0,1
11163,menacing,0,0,1,0,0,0,0,0,1,0,0,2,0,0,0,0
11164,mend,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
11165,mendes,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
11166,mending,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
11167,meniscus,0,0,0,0,0,0,0,0,5,0,0,0,0,1,0,0
11168,menstrual,0,0,0,0,1,1,0,0,0,0,0,2,0,0,0,0
11169,menstruation,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
11170,mentality,1,0,0,0,0,0,1,0,0,1,1,0,2,2,1,2
11171,mentally,1,0,4,3,0,0,3,3,0,0,1,1,3,8,4,1
11172,mentioning,0,0,0,0,1,2,0,0,1,0,0,2,0,2,0,2
11173,mentions,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1,1
11174,mentor,3,0,0,1,1,3,0,2,2,4,1,1,3,1,1,3
11175,mentored,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1
11176,mentoring,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1
11177,mentors,0,0,1,0,1,8,1,1,2,0,0,0,2,2,0,1
11178,menu,0,0,0,4,3,0,0,1,1,0,0,4,1,0,3,0
11179,menus,0,0,0,0,3,1,0,0,1,0,0,1,0,0,1,0
11180,mercedes,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
11181,merchandise,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
11182,merchant,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
11183,merchants,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0
11184,merciful,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0
11185,merciless,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
11186,mercury,1,0,0,1,0,0,1,0,2,0,1,0,0,1,1,0
11187,mercy,0,0,1,0,0,0,0,0,0,0,1,0,2,5,0,0
11188,mere,0,0,3,0,2,3,0,1,2,0,3,0,2,0,2,1
11189,merely,1,1,2,2,1,0,3,6,1,1,3,2,4,10,0,2
11190,merge,0,0,1,2,0,0,1,1,0,3,2,0,2,0,1,0
11191,merged,0,0,0,1,0,1,0,0,0,2,0,0,0,0,0,0
11192,merger,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
11193,merging,0,1,0,0,0,0,1,0,1,2,0,0,0,0,0,1
11194,meringue,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0
11195,merit,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
11196,merits,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,2
11197,mermaid,0,0,0,4,0,0,1,0,0,0,1,0,0,0,0,0
11198,merry,2,0,0,0,3,0,1,0,1,0,0,0,0,0,0,0
11199,merton,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0
11200,mesh,0,0,0,1,3,16,0,0,0,3,0,0,2,1,0,0
11201,mesmerized,0,0,0,1,0,0,0,0,1,1,0,0,0,0,2,1
11202,mesopotamia,0,0,0,0,0,0,0,0,0,1,0,2,0,0,1,0
11203,mesozoic,0,0,0,3,0,1,0,0,0,0,0,0,0,0,2,0
11204,messages,0,3,1,1,8,5,0,2,1,7,7,3,3,18,3,5
11205,messaging,0,0,0,0,3,1,0,1,0,1,1,0,1,0,0,1
11206,messed,0,0,0,0,2,1,3,0,1,1,0,0,2,0,0,0
11207,messenger,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1
11208,messianic,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
11209,messiness,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
11210,messing,1,0,1,0,1,2,2,0,1,0,1,0,0,2,0,0
11211,messy,0,3,0,1,0,3,0,2,1,0,1,1,1,3,1,2
11212,meta,2,0,0,0,0,2,0,1,0,1,0,0,1,2,3,0
11213,metabolic,0,0,0,0,0,1,1,0,7,0,0,0,2,1,0,1
11214,metabolism,0,0,2,1,0,0,2,0,2,0,0,0,0,0,1,1
11215,metabolized,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,2
11216,metabolizing,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0
11217,metadata,0,0,0,0,0,1,0,0,1,0,0,0,13,0,3,0
11218,metal,4,11,2,8,7,1,3,2,1,13,19,4,10,6,3,0
11219,metallic,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0
11220,metals,0,0,0,7,1,0,0,0,0,1,8,0,0,2,1,0
11221,metaphor,0,1,0,4,1,8,11,0,3,1,6,2,0,21,0,2
11222,metaphorical,1,0,1,0,1,3,0,0,0,0,0,1,0,0,0,0
11223,metaphorically,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0
11224,metaphors,0,0,0,1,1,1,2,2,2,1,2,0,0,1,0,0
11225,metaphysical,0,2,0,0,0,1,0,0,0,0,0,0,3,0,1,0
11226,metastases,0,0,0,7,0,0,0,0,1,0,0,0,0,0,0,0
11227,metastasis,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0
11228,metastasize,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
11229,metastatic,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
11230,meteorite,0,0,0,0,0,0,3,0,0,0,0,1,3,0,0,0
11231,meteorites,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0
11232,meter,3,3,2,2,0,0,6,0,1,2,3,5,2,4,7,4
11233,meth,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0
11234,methane,0,0,0,0,1,7,4,3,0,0,12,5,0,4,0,1
11235,method,1,3,1,10,3,0,6,3,4,1,1,10,4,6,5,6
11236,methodologies,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
11237,methodology,0,1,1,1,0,0,0,1,0,0,2,0,6,0,1,1
11238,methods,1,1,0,1,3,4,2,1,6,1,0,1,8,6,6,8
11239,meticulous,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0
11240,meticulously,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
11241,metric,0,3,0,0,0,2,2,0,1,1,0,1,0,0,1,0
11242,metrics,0,0,0,0,0,2,0,2,4,0,0,1,0,3,0,3
