,subject,verb,object
29440,i,give,[face]
29441,it,take,[years]
29442,we,try,"[what, to, create, in, chicago]"
29443,we,know,[that]
29444,you,see,[increase]
29445,we,do,[what]
29446,people,go,"[to, come, from]"
29447,what,go,"[to, happen, to, all, the, rest, that, are, left, behind]"
29448,i,try,"[to, do, something, in, niger]"
29449,they,have,"[aids, problem]"
29450,department,ask,[government]
29451,you,want,"[what, to, do]"
29452,they,give,[problems]
29453,we,give,[museum]
29454,we,attract,[tourists]
29455,us,do,[that]
29456,we,start,"[to, address, this, question, for, centuries, —]"
29457,we,get,[kids]
29458,we,start,[organization]
29459,we,meet,[them]
29460,we,get,[students]
29461,we,create,"[track, record]"
29462,you,go,"[to, find, out, longitudinal, studies, ,, track, records, like, that]"
29463,you,try,"[to, find, out, longitudinal, studies, ,, track, records, like, that]"
29464,we,create,"[track, record]"
29465,we,look,[this]
29466,we,say,[this]
29467,we,work,[this]
29468,you,learn,"[to, envision, yourself, as, a, scientist]"
29469,you,learn,"[to, envision, yourself, as, a, scientist]"
29470,you,have,"[to, have, those, steps]"
29471,them,envision,[themselves]
29472,which,involve,"[standing, up, in, front, of, people, like, we, 're, doing, here, at, this, symposium, and, presenting, something, as, a, knowledgeable, person]"
29473,we,do,[something]
29474,we,present,[something]
29475,we,go,"[what, to, do]"
29476,we,plan,[home]
29477,we,have,[lots]
29478,i,guarantee,[thing]
29479,i,talk,"[lots, thing]"
29480,it,go,"[to, look, like, anything, you, 've, seen, before]"
29481,it,go,"[to, be, part, -, school, ,, part, -, museum, hall, ,, part, -, conservatory, ,, part, -, zoo, ,]"
29482,you,interest,[kids]
29483,many,ask,[question]
29484,ford,make,[predictions]
29485,i,discover,[hummingbirds]
29486,they,wear,[themselves]
29487,i,take,[them]
29488,that,split,[them]
29489,i,let,[them]
29490,i,inspire,[that]
29491,i,build,[number]
29492,hummingbird,do,[what]
29493,i,give,[flexibility]
29494,i,call,[vehicle]
29495,faa,call,[it]
29496,they,issue,[license]
29497,press,call,[volantor]
29498,it,give,[designation]
29499,it,need,[airfield]
29500,you,use,[this]
29501,you,get,"[to, deal, with, the, crash, protection, issues, of, the, automobile]"
29502,you,go,"[to, fly, it]"
29503,hummingbird,do,[what]
29504,people,own,[it]
29505,people,use,[it]
29506,i,have,"[to, describe, this]"
29507,i,have,[that]
29508,you,haul,[crane]
29509,you,get,[you]
29510,i,tell,[you]
29511,he,'s,[sensation]
29512,that,fly,[it]
29513,he,have,[sensation]
29514,you,lift,[carpet]
29515,i,get,"[to, fly, this, vehicle, occasionally]"
29516,i,persuade,[stockholders]
29517,that,reward,[you]
29518,we,need,[what]
29519,trips,make,[percent]
29520,we,see,[what]
29521,i,give,[skycar]
29522,it,go,"[to, have, very, little, value, to, you]"
29523,you,get,[system]
29524,any,ask,[question]
29525,i,go,"[what, to, do]"
29526,it,go,"[to, be, like, to, be, in, the, air]"
29527,world,go,"[to, be, completely, integrated]"
29528,you,go,"[that, to, be, talking, about, tomorrow]"
29529,you,go,"[to, be, a, pilot]"
29530,you,go,"[to, be, a, passenger]"
29531,i,tell,[you]
29532,we,build,"[skycars, god]"
29533,we,have,"[to, have, these, priority, changes]"
29534,we,have,"[to, have, infrastructure, to, go, with, this]"
29535,we,get,[canals]
29536,you,see,[highways]
29537,we,go,"[to, see, 30, percent, more, traffic]"
29538,that,go,"[to, lead, you, to]"
29539,it,go,"[to, happen]"
29540,we,go,"[to, be, able, to, have, these, vehicles]"
29541,you,ask,[me]
29542,i,go,"[to, give, you, a, really, optimistic, view]"
29543,i,spend,[years]
29544,it,go,"[to, happen, tomorrow]"
29545,i,go,"[to, quote, myself, on, this]"
29546,i,prefer,"[to, quote, someone, else]"
29547,who,testify,[vision]
29548,who,put,[vision]
29549,you,average,"[miles, travels, feet]"
29550,you,see,[increase]
29551,it,make,[use]
29552,you,have,[way]
29553,you,have,[way]
29554,you,do,[what]
29555,it,go,"[to, be, very, critical, that, something, ca, n't, fail, on, you]"
29556,i,mean,"[to, be, able, to, take, off, from, your, home]"
29557,you,have,"[to, be, extremely, quiet]"
29558,you,go,"[to, spend, that, much, time, on, the, road]"
29559,you,go,"[to, drive, around, on, a, highway]"
29560,you,play,"[computer, games]"
29561,you,sleep,"[computer, games]"
29562,pilots,go,"[to, like, that]"
29563,i,have,[lot]
29564,who,want,"[to, be, up, there]"
29565,you,do,[that]
29566,vehicle,go,"[to, be, a, very, ,, very, controlled, environment]"
29567,it,go,"[to, have, no, use, to, you, as, a, person, who, might, use, such, a, system]"
29568,who,use,[system]
29569,we,fly,[vehicle]
29570,i,get,[lot]
29571,we,invent,[vehicles]
29572,we,demonstrate,[stability]
29573,we,fly,[m400]
29574,we,fly,[it]
29575,we,have,"[power, plants]"
29576,we,instal,[powerplants]
29577,aircraft,need,"[stabilization, system]"
29578,that,fly,[aircraft]
29579,we,lose,[lot]
29580,aircraft,have,[metabolism]
29581,it,require,[lot]
29582,wankel,invent,[engine]
29583,we,need,"[to, fit, it]"
29584,sportscar,win,"[sports, car]"
29585,it,generate,[horsepower]
29586,we,need,[what]
29587,company,spend,[years]
29588,which,invent,[it]
29589,which,get,[it]
29590,we,get,[horsepower]
29591,we,get,[horsepower]
29592,we,have,[engines]
29593,we,have,[computers]
29594,we,have,[parachutes]
29595,you,want,"[to, stay, alive]"
29596,you,get,"[to, have, backups]"
29597,we,fly,[vehicle]
29598,we,lose,[engine]
29599,we,continue,"[to, hover]"
29600,you,have,[three]
29601,you,have,[redundancy]
29602,you,have,[chance]
29603,i,like,"[to, show, you, an, animation, in, this, next, one, ,, which, is, one, element, of, the, skycar, 's, use]"
29604,you,use,[it]
29605,it,go,"[to, change, the, demographics, in, a, very, significant, way]"
29606,you,go,"[to, sell, your, 700,000, -, dollar, apartment]"
29607,you,buy,[home]
29608,you,buy,[skycar]
29609,you,put,[money]
29610,i,do,[what]
29611,you,have,[acceptance]
29612,you,do,[what]
29613,i,characterize,[technology]
29614,i,experience,[what]
29615,people,experience,[what]
29616,they,ask,[question]
29617,they,consider,"[buying, a, skycar]"
29618,i,encourage,[that]
29619,we,need,[alternative]
29620,i,talk,[what]
29621,that,track,[architecture]
29622,we,try,"[to, justify, beauty,    , by, looking, to, nature]"
29623,architecture,look,"[to, justify, beauty,    , by, looking, to, nature]"
29624,everybody,have,"[to, dimension, a, building,    , in, terms, of, fractions]"
29625,architects,stop,"[using, fractions, ,]"
29626,they,have,[model]
29627,that,'s,"[lot, lot]"
29628,which,use,[tools]
29629,that,have,[lot]
29630,it,have,[lot]
29631,architects,use,[calculus]
29632,you,see,[expression]
29633,which,optimize,[form]
29634,otto,start,"[to, use, foam, bubble, diagrams,    , and, foam, bubble, models, to, generate, his, mannheim, concert, hall]"
29635,foster,use,"[transfer, model]"
29636,i,find,[kinds]
29637,i,bring,[what]
29638,that,need,"[to, be, thought, of, ,,    ]"
29639,you,call,[what]
29640,he,have,[kinds]
29641,i,saw,[image]
29642,it,have,[symmetry]
29643,he,find,[what]
29644,you,get,[thumb]
29645,you,get,[fingers]
29646,mutations,revert,"[to, symmetry]"
29647,you,lose,[information]
29648,you,lose,[information]
29649,you,move,[symmetry]
29650,you,add,[information]
29651,you,break,[symmetry]
29652,we,start,"[to, use, these, rules, for, symmetry, breaking, and, branching, to, start, to, think, about, architectural, form]"
29653,we,use,[that]
29654,they,integrate,[calculus]
29655,we,have,"[to, think, about, dimension,   , in, terms, of, ideal, units,    , or, discreet, elements]"
29656,all,need,"[to, get, organized]"
29657,i,verify,[this]
29658,you,want,"[to, space, them, all, out, for, everybody, 's, sight, lines]"
29659,they,lose,[quality]
29660,that,make,"[ceiling, grid]"
29661,we,use,"[calculus, tools]"
29662,vocabulary,pervade,"[design, fields]"
29663,it,affect,[medium]
29664,i,bring,[images]
29665,we,do,[that]
29666,we,design,[that]
29667,it,have,[quality]
29668,that,appear,"[to, be, a, kind, of, closed, volume, ,,    , when, seen, from, the, other, side]"
29669,you,get,[sense]
29670,pattern,lead,[eye]
29671,we,start,"[to, look, now, not, for, some, ideal, form, ,, like, a, latin, cross, for, a, church, ,,    , but, actually, all, the, traits, of, a, church]"
29672,that,focus,[you]
29673,you,need,"[to, incorporate, a, certain, number, of, traits,    , in, a, very, kind, of, genetic, way]"
29674,which,have,[set]
29675,we,break,[apartments]
29676,we,differentiate,[neighborhoods]
29677,you,see,[what]
29678,that,circulate,[people]
29679,we,use,[escalators]
29680,all,pick,[loads]
29681,we,write,"[custom, piece]"
29682,that,network,[all]
29683,we,change,[element]
29684,one,distribute,[information]
29685,it,give,[us]
29686,that,have,[connections]
29687,this,solve,[problem]
29688,they,have,[to]
29689,they,need,[identity]
29690,they,have,"[to, also, discriminate, between, these, products]"
29691,we,know,[that]
29692,i,know,[method]
29693,we,use,[method]
29694,we,do,[what]
29695,we,design,[system]
29696,i,show,[you]
29697,we,recombine,[those]
29698,we,have,[shapes]
29699,that,have,[volume]
29700,we,pay,[variation]
29701,we,get,[variation]
29702,they,have,[coherence]
29703,everyone,have,[object]
29704,we,have,"[to, design, things, which, are, coherent, as, a, single, object, ,,   , but, also, break, down, into, small, rooms,    , and, have, an, identity, of, both, the, big, scale,   , and, the, small, scale]"
29705,architects,tend,"[to, work, with, signature]"
29706,architect,need,"[to, work, across, the, scale, of, houses,    , up, to, ,, say, ,, skyscrapers]"
29707,signature,have,"[to, work, across, the, scale, of, houses,    , up, to, ,, say, ,, skyscrapers]"
29708,'s,call,[it]
29709,we,try,"[to, use, that, idea, of, a, gradient, color,    , and, a, change, in, texture, as, the, structure, moves, across, the, surface, of, the, building]"
29710,we,use,[continuity]
29711,you,get,[mass]
29712,change,give,[48]
29713,we,have,[company]
29714,we,approach,[problem]
29715,we,want,"[to, make, a, kind, of, gothic, cathedral,    , around, the, footprints, of, the, world, trade, center, site]"
29716,we,try,"[to, connect, up,    , the, five, towers, into, a, single, system]"
29717,we,approach,[it]
29718,we,build,[towers]
29719,they,join,"[it, kind]"
29720,we,make,[kind]
29721,we,make,[proposal]
29722,that,use,[system]
29723,you,see,[this]
29724,i,like,"[to, just, show, you,    , some, of, the, effects, of, using, digital, fabrication]"
29725,i,buy,[one]
29726,people,cut,[fingers]
29727,i,buy,"[laser, cutter]"
29728,i,start,"[scale, building, elements, models]"
29729,i,find,[what]
29730,you,intervene,[effects]
29731,we,use,[texture]
29732,tool,leave,[texture]
29733,we,integrate,[texture]
29734,you,take,[advantage]
29735,you,start,"[to, think, of, beams, and, columns]"
29736,you,produce,[effects]
29737,i,spend,[lot]
29738,i,take,[photographs]
29739,i,think,"[photographs, to, come, up, with, some, images,   , that, might, be, appropriate, and, interesting, to, you]"
29740,i,try,"[to, come, up, with, some, images,   , that, might, be, appropriate, and, interesting, to, you]"
29741,i,use,[criteria]
29742,we,know,"[competition, competitors]"
29743,you,find,[that]
29744,that,contain,[messages]
29745,i,use,[sidewalks]
29746,it,get,[kind]
29747,things,have,[amount]
29748,we,use,[that]
29749,this,lead,"[me, company]"
29750,it,seem,"[to, have, worked]"
29751,i,spend,[lot]
29752,i,have,[bit]
29753,lot,look,[that]
29754,effect,have,[that]
29755,we,know,[lot]
29756,it,get,"[to, find, design, that, reflects, a, unique, culture]"
29757,that,reflect,[culture]
29758,that,take,[modernism]
29759,that,preserve,[kind]
29760,bicycle,play,[part]
29761,i,write,[newsletter]
29762,i,write,[article]
29763,it,get,[response]
29764,i,realize,[design]
29765,i,spend,[lot]
29766,eye,say,[correlation]
29767,people,afford,[cars]
29768,you,look,[this]
29769,you,call,[this]
29770,i,begin,"[looking, at, design, in, a, place, like, amsterdam, and, recognized, ,, you, know, ,]"
29771,i,spend,[amount]
29772,brochures,point,[me]
29773,i,love,[bridges]
29774,you,see,[much]
29775,that,remind,[you]
29776,you,get,[perspective]
29777,i,find,[vignettes]
29778,they,give,[me]
29779,i,know,"[sense, delight]"
29780,you,capture,[it]
29781,you,find,"[little, life]"
29782,it,give,[amount]
29783,predock,design,"[ball, stadium]"
29784,inside,find,[compositions]
29785,i,go,"[design, relationships]"
29786,i,see,"[design, relationships]"
29787,trees,form,[elements]
29788,it,take,[attention]
29789,it,have,[amount]
29790,red,draw,[me]
29791,you,walk,[things]
29792,you,see,[things]
29793,it,draw,[attention]
29794,color,animate,[blocks]
29795,i,take,[photographs]
29796,i,come,[me]
29797,that,have,[interpretations]
29798,things,amuse,[me]
29799,that,leave,"[degree, angle, parking, spot]"
29800,that,create,"[degree, angle]"
29801,that,turn,"[parking, spot]"
29802,i,see,[that]
29803,i,go,[that]
29804,you,see,"[logos, brands, names]"
29805,cuba,need,"[to, be, far, more, resourceful]"
29806,headquarters,share,[wall]
29807,they,accept,[ideologies]
29808,they,deal,"[ideologies, problem]"
29809,they,have,[problem]
29810,they,choose,"[to, ignore, them]"
29811,you,have,[factions]
29812,i,think,[factions]
29813,which,make,[italy]
29814,i,use,[this]
29815,i,consider,"[what, to, be, urban, spam]"
29816,i,notice,[stuff]
29817,policy,change,[this]
29818,industry,have,"[to, work, to, take, things, like, this, seriously]"
29819,they,sell,[periodicals]
29820,they,distribute,[periodicals]
29821,i,walk,"[to, work, every, day, or, ride, my, scooter]"
29822,i,come,"[to, work, every, day, or, ride, my, scooter]"
29823,this,go,"[to, impress, you, guys, who, photoshop, ,]"
29824,this,do,[stuff]
29825,i,look,"[to, impress, you, guys, who, photoshop, ,, stuff]"
29826,i,think,"[to, impress, you, guys, who, photoshop, ,, stuff]"
29827,all,get,"[to, make, a, little, statement]"
29828,all,conspire,"[to, make, a, little, statement]"
29829,it,remind,[me]
29830,it,give,[possibilities]
29831,we,agree,[installations]
29832,we,create,[installations]
29833,it,remind,[me]
29834,i,come,[collage]
29835,valets,create,[collage]
29836,i,see,[that]
29837,pattern,unite,[elements]
29838,i,have,[shots]
29839,you,have,[place]
29840,you,have,[glass]
29841,you,enjoy,"[area, culture, food, quiet]"
29842,load,feel,"[glass, area, culture, food, quiet, restaurant]"
29843,load,arrive,"[glass, area, culture, food, quiet, restaurant]"
29844,you,empty,"[glass, area, culture, food, quiet, restaurant]"
29845,you,fill,[restaurant]
29846,we,change,"[atmosphere, character]"
29847,we,have,"[to, get, up, and, leave]"
29848,sun,come,"[restaurant, kind]"
29849,pattern,cast,"[restaurant, kind]"
29850,they,fade,"[restaurant, kind]"
29851,we,leave,"[restaurant, kind]"
29852,pattern,have,[capability]
29853,you,do,[that]
29854,i,think,[capability]
29855,i,want,"[to, say, something, here, about]"
29856,i,go,"[to, do, that]"
29857,we,make,[that]
29858,people,recognize,[sanctity]
29859,place,reach,[level]
29860,.,become,"[to, single, out, a, place, like, chicago, ,, where, i, look, at, some, guy, like, mayor, daley, as, a, bit, of, a, design, hero, for, being, able, to, work, through, the, political, processes, and, all, that, to, improve, an, area]"
29861,i,want,"[to, single, out, a, place, like, chicago, ,, where, i, look, at, some, guy, like, mayor, daley, as, a, bit, of, a, design, hero, for, being, able, to, work, through, the, political, processes, and, all, that, to, improve, an, area]"
29862,city,upgrade,"[flower, boxes]"
29863,group,maintain,[types]
29864,you,see,[that]
29865,it,perform,[function]
29866,it,have,[system]
29867,city,make,[that]
29868,i,work,"[to, salute, mayor, daley, and, the, folks, there]"
29869,chicago,look,"[to, salute, mayor, daley, and, the, folks, there]"
29870,i,like,"[to, salute, mayor, daley, and, the, folks, there]"
29871,i,include,[shot]
29872,that,reflect,"[characters, personalities]"
29873,.,take,"[leadership, role]"
29874,i,appreciate,"[that, most]"
29875,he,make,[much]
29876,they,hand,"[plastic, viewers]"
29877,us,do,[that]
29878,us,use,"[cardboard, viewers]"
29879,i,know,[what]
29880,mom,take,[them]
29881,both,start,"[losing, their, eyesight]"
29882,it,have,[nothing]
29883,grandmother,go,[nothing]
29884,dad,graduate,[harvard]
29885,dad,marry,[mom]
29886,dad,buy,[house]
29887,we,hit,[any]
29888,he,get,"[job, equivalent]"
29889,dad,start,"[racking, up, all, of, these, patents, and, gaining, a, reputation, as, a, blind, genius, ,, rocket, scientist, ,, inventor]"
29890,i,watch,[lot]
29891,i,have,"[lots, bit]"
29892,i,play,[lot]
29893,i,want,"[what, to, do, for, a, living]"
29894,he,have,[kids]
29895,dad,have,[lot]
29896,he,have,[faith]
29897,he,have,[evidence]
29898,this,give,[meaning]
29899,which,have,[connotation]
29900,i,relate,[that]
29901,i,tend,"[to, like, science, ,, where, what, we, see, and, can, ascertain]"
29902,we,see,[what]
29903,we,know,[what]
29904,he,have,[vision]
29905,he,understand,[shape]
29906,he,understand,[shape]
29907,that,implement,[people]
29908,who,pull,[it]
29909,who,sketch,[structures]
29910,what,become,[things]
29911,what,sketch,[things]
29912,gambit,defer,"[to, gladys, knight, &, the, pips, singing, "", midnight, train, to, georgia, "", —,    , (, laughter, )]"
29913,gambit,listen,"[to, gladys, knight, &, the, pips, singing, "", midnight, train, to, georgia, "", —,    , (, laughter, )]"
29914,one,see,[what]
29915,we,see,[lot]
29916,who,pursue,[sort]
29917,i,think,[lot]
29918,visions,begin,"[to, manifest, themselves]"
29919,that,manifest,[themselves]
29920,which,embrace,"[beauty, craft]"
29921,which,emphasize,[authenticity]
29922,i,give,[names]
29923,they,seem,"[to, correspond, more, or, less, to, jung, 's, four, subdivisions, of, human, thought]"
29924,they,reflect,"[dichotomy, delight, right, tradition, revolution]"
29925,it,apply,[much]
29926,which,have,"[nothing, nothing]"
29927,who,give,[ride]
29928,scorpion,sting,[him]
29929,they,die,[him]
29930,frog,ask,[him]
29931,scorpion,say,[him]
29932,i,saw,[it]
29933,what,do,[mind]
29934,i,start,"[making, comics]"
29935,i,start,"[trying, to, understand, them]"
29936,i,discover,[that]
29937,they,try,"[to, embrace, all, of, the, senses, within, it]"
29938,we,have,[things]
29939,which,resemble,[world]
29940,you,put,[three]
29941,you,have,[map]
29942,comics,embrace,[which]
29943,you,get,[language]
29944,that,abstract,[meaning]
29945,that,maintain,[meaning]
29946,vision,call,"[to, represent, the, texture, of, sound, to, capture, its, essential, character, through, visuals]"
29947,vision,try,"[to, represent, the, texture, of, sound, to, capture, its, essential, character, through, visuals]"
29948,artist,give,[something]
29949,artist,give,[something]
29950,vision,represent,[which]
29951,comics,present,[kind]
29952,that,energize,[comics]
29953,i,wonder,[some]
29954,it,energize,[sorts]
29955,i,find,[some]
29956,you,see,[principle]
29957,you,hit,[print]
29958,all,start,"[to, present, themselves]"
29959,you,start,"[to, see, word, balloons, and, captions]"
29960,i,write,[book]
29961,i,finish,[book]
29962,i,have,"[to, do, a, little, bit, of, typesetting]"
29963,i,buy,[computer]
29964,father,tell,[me]
29965,i,know,[me]
29966,i,keep,[eyes]
29967,we,mix,[visuals]
29968,they,try,"[to, take, the, comics, page, as, is, and, transplant, it, to, monitors, ,, which, was, a, classic, mcluhanesque, mistake, of, appropriating, the, shape, of, the, previous, technology, as, the, content, of, the, new, technology]"
29969,that,resemble,"[comics, pages]"
29970,they,introduce,"[sound, motion]"
29971,space,equal,[time]
29972,you,introduce,"[sound, motion]"
29973,element,have,[relationship]
29974,digital,have,[that]
29975,i,find,[answer]
29976,i,show,[you]
29977,each,have,"[reading, line]"
29978,it,go,[zigzag]
29979,it,spiral,[column]
29980,thing,leave,"[zigzag, column]"
29981,thing,go,"[zigzag, column]"
29982,thing,happen,"[zigzag, column]"
29983,i,propose,[what]
29984,we,create,[comics]
29985,we,do,[narratives]
29986,we,do,[turn]
29987,i,have,[notions]
29988,people,think,[it]
29989,lot,go,[it]
29990,people,do,[it]
29991,i,go,"[to, show, you, a, couple, now]"
29992,that,have,[sort]
29993,we,take,[idea]
29994,we,carry,[it]
29995,we,experience,"[it, piece]"
29996,you,get,"[displays, whatnot]"
29997,we,draw,[stories]
29998,you,create,[expression]
29999,you,get,[idea]
30000,i,want,"[to, get, to, the, last, panel]"
30001,cat,come,"[play, baseball, with, us]"
30002,media,provide,[window]
30003,media,provide,[us]
30004,you,provide,[people]
30005,you,do,[that]
30006,them,triangulate,[world]
30007,they,live,[shape]
30008,they,see,[shape]
30009,i,get,"[to, go, now]"
30010,i,go,"[to, talk, about, a, very, fundamental, change, that, is, going, on, in, the, very, fabric, of, the, modern, economy]"
30011,i,go,"[to, go, back, to, the, beginning]"
30012,you,grow,[that]
30013,you,extract,[them]
30014,you,sell,[them]
30015,we,use,[commodities]
30016,who,make,[them]
30017,they,care,"[things, things]"
30018,it,come,[progression]
30019,i,discover,[progression]
30020,good,turn,[it]
30021,internet,not,[goods]
30022,that,mean,[what]
30023,you,customize,[service]
30024,you,design,[service]
30025,they,need,[what]
30026,you,help,[it]
30027,you,turn,[it]
30028,you,help,[it]
30029,you,turn,[it]
30030,i,spend,[lot]
30031,i,greet,[lot]
30032,they,put,[it]
30033,you,know,[words]
30034,you,like,"[fantasy, environments, fake, disneyland, experiences]"
30035,we,like,[experiences]
30036,i,develop,[response]
30037,you,have,"[to, understand, that, there, is, no, such, thing, as, an, inauthentic, experience]"
30038,that,manufacture,[car]
30039,that,deliver,[you]
30040,that,manufacture,[shoes]
30041,you,have,[that]
30042,that,provide,"[phone, service]"
30043,artificiality,bring,[you]
30044,i,finish,[thing]
30045,that,amaze,[most]
30046,everyone,have,[desire]
30047,authenticity,become,"[what, to, buy]"
30048,they,go,"[to, buy, from]"
30049,they,go,"[what, to, buy]"
30050,one,have,"[business, imperative]"
30051,we,supply,[commodities]
30052,we,offer,[them]
30053,keyword,render,[authenticity]
30054,keyword,render,[authenticity]
30055,you,have,"[to, get, your, consumers, —, as, business, people, —, to, percieve, your, offerings, as, authentic]"
30056,one,have,[experience]
30057,business,supply,[one]
30058,you,render,[authenticity]
30059,you,render,[authenticity]
30060,authenticity,enter,[lexicon]
30061,he,say,"[this, this]"
30062,i,encounter,[dimensions]
30063,you,like,[it]
30064,you,contrast,[them]
30065,we,get,[term]
30066,she,decry,[fake]
30067,she,say,[fake]
30068,you,go,"[to, walk, a, lot]"
30069,you,tend,"[to, walk, a, lot, in, los, angeles]"
30070,you,go,"[where, to, walk, a, lot]"
30071,she,call,[it]
30072,you,do,[what]
30073,you,do,[what]
30074,you,do,[what]
30075,you,get,[what]
30076,you,have,"[to, understand, that, past]"
30077,disney,buy,"[abc, network]"
30078,it,buy,[miramax]
30079,families,trust,[miramax]
30080,they,get,[what]
30081,they,have,[trouble]
30082,you,do,[what]
30083,companies,make,[that]
30084,they,advertise,[things]
30085,you,have,[experience]
30086,you,have,"[to, experience, the, actual, hotel, ,, airline, and, hospital]"
30087,you,have,[disconnect]
30088,you,have,[perception]
30089,you,have,[companies]
30090,you,want,"[to, know, who, we, are]"
30091,you,have,"[to, come, experience, us]"
30092,they,provide,[experience]
30093,it,grind,[it]
30094,it,roast,[it]
30095,it,package,[it]
30096,it,put,[it]
30097,it,cost,"[five, 10, cents]"
30098,you,treat,[it]
30099,you,get,[cents]
30100,you,charge,"[two, three, four, dollars]"
30101,me,summarize,[it]
30102,me,summarize,[it]
30103,i,request,[slides]
30104,i,deny,[access]
30105,you,focus,[work]
30106,you,have,[to]
30107,you,use,"[slide, projector]"
30108,we,see,[which]
30109,'s,get,[slide]
30110,you,come,[b.]
30111,they,have,[b.]
30112,everything,get,[picture]
30113,i,take,[picture]
30114,i,go,[laughter]
30115,it,say,[laughter]
30116,somebody,begin,"[to, read]"
30117,they,get,[rest]
30118,area,interest,[me]
30119,i,think,[this]
30120,you,get,[message]
30121,you,park,[one]
30122,it,say,[that]
30123,it,need,"[to, say, that]"
30124,it,start,"[to, kind, of, come, back, the, other, way, again, and, get, a, little, more, expressive]"
30125,idea,translate,"[graffiti, artist]"
30126,artist,come,[sign]
30127,artist,make,[sign]
30128,he,overpower,[it]
30129,they,have,[tendency]
30130,i,take,[photos]
30131,they,pay,[rent]
30132,they,want,"[to, pay, their, rent, again, on, the, sign]"
30133,they,tear,[sections]
30134,you,stop,[things]
30135,you,buy,[things]
30136,i,love,"[to, have, your, input, on, this, film, and, this, book]"
30137,he,agree,"[to, have, your, input, on, this, film, and, this, book]"
30138,i,mimic,[try]
30139,i,remember,"[attending, an, exhibition, called, ,, ', photography, :, the, end, of, painting]"
30140,you,ruin,[painting]
30141,people,go,"[to, take, pictures, now]"
30142,most,tend,"[to, discount, intuition, as, an, ingredient, of, your, working, process]"
30143,they,quantify,[it]
30144,we,teach,[steps]
30145,it,tend,"[to, get, discounted]"
30146,intellect,have,[little]
30147,solution,call,[it]
30148,solution,come,[it]
30149,you,know,[it]
30150,who,do,[song]
30151,you,try,"[to, think, about, it]"
30152,answer,get,[answer]
30153,you,stop,"[thinking, about, it]"
30154,intuition,give,[answer]
30155,i,like,[this]
30156,you,have,"[design, courses]"
30157,they,teach,[you]
30158,you,read,[this]
30159,it,communicate,[thing]
30160,i,publish,[quotes]
30161,i,interpret,[quotes]
30162,publisher,end,"[cutting, it, down, considerably]"
30163,i,like,"[contents, page]"
30164,i,like,[way]
30165,i,keep,[it]
30166,it,have,[relevance]
30167,technologies,impose,[themselves]
30168,they,form,[images]
30169,i,hate,[stuff]
30170,people,have,[environment]
30171,i,show,[it]
30172,it,get,[relevancy]
30173,it,do,[it]
30174,i,discover,"[bomb, shelter]"
30175,i,buy,[la]
30176,i,ask,"[estate, guy]"
30177,he,go,"[estate, guy]"
30178,they,think,[what]
30179,you,think,"[cement, something]"
30180,i,use,[this]
30181,i,fix,"[bomb, shelter]"
30182,i,take,[shot]
30183,i,crop,[it]
30184,you,want,"[to, see, this, entire, sequence, —]"
30185,i,have,[site]
30186,you,see,[it]
30187,this,amaze,[me]
30188,people,lighten,[color]
30189,i,do,[lot]
30190,students,cut,[them]
30191,students,put,[them]
30192,i,have,"[vision, laughter]"
30193,i,do,[work]
30194,i,have,"[design, training]"
30195,people,say,"[design, training]"
30196,that,explain,[it]
30197,i,have,"[that, to, sell]"
30198,they,try,"[to, improve]"
30199,people,like,[them]
30200,campaign,have,[which]
30201,nobody,remember,[them]
30202,nobody,reference,[them]
30203,we,try,"[to, say, that, ,, hey, ,, some, of, these, guys, that, work, there, are, actually, ok]"
30204,some,have,"[friends, family]"
30205,we,try,"[to, take, this]"
30206,what,perceive,[it]
30207,what,turn,[it]
30208,i,get,"[to, go, back, to, that, little, cubicle, ,, those, fake, gray, walls]"
30209,i,hear,[conversations]
30210,i,think,"[actually, felt, like, the, girl, was, looking, at, the, computer]"
30211,they,make,[change]
30212,they,have,[to]
30213,you,tell,[difference]
30214,germany,make,[change]
30215,you,go,"[to, put, a, kid, in, the, ad]"
30216,i,have,[feeling]
30217,he,hop,[people]
30218,we,have,[people]
30219,we,put,[people]
30220,i,understand,[logic]
30221,people,handle,[girl]
30222,i,set,[article]
30223,you,highlight,[it]
30224,you,decode,[it]
30225,magazines,handle,[stories]
30226,newsweek,handle,[9/11]
30227,we,see,[times]
30228,he,know,"[just, how, to, give, me, goosebumps]"
30229,clean,fit,[all]
30230,i,give,[talk]
30231,somebody,come,[talk]
30232,they,say,[talk]
30233,they,email,[me]
30234,they,say,[me]
30235,they,appreciate,[talk]
30236,they,find,[note]
30237,they,find,[what]
30238,it,'s,"[to, indicate, that, we, were, coming, back]"
30239,it,seem,"[to, indicate, that, we, were, coming, back]"
30240,somebody,tell,[me]
30241,you,spend,[time]
30242,you,get,[plate]
30243,you,doubt,[power]
30244,it,say,[nothing]
30245,next,go,"[to, be, people]"
30246,you,have,"[to, utilize, who, you, are, in, your, work]"
30247,nobody,do,[that]
30248,you,do,[work]
30249,you,go,"[to, enjoy, the, work, a, lot, more, as, well]"
30250,i,like,[art]
30251,she,call,[it]
30252,i,have,[visions]
30253,you,charge,[thing]
30254,she,find,[dog]
30255,i,take,[sign]
30256,i,ask,"[to, give, a, talk, at, a, conference, in, sacramento, a, few, years, back]"
30257,they,ask,[me]
30258,i,remember,"[seeing, this, photograph, of, my, father, ,, who, was, a, test, pilot]"
