term,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
khmer,0,0,0,0,0,0,2,11,0,0,0,0,0,0,0,13
khrushchev,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
kick,4,2,0,4,1,2,2,1,1,2,2,1,2,3,2,2
kicked,1,1,1,1,1,6,1,0,0,0,0,3,0,1,4,2
kicker,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
kicking,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
kicks,0,0,0,0,0,2,0,1,0,1,0,0,1,0,1,0
kickstart,0,0,0,0,0,0,0,0,0,0,0,2,3,0,1,1
kickstarter,0,0,0,0,0,0,0,0,0,0,0,4,2,0,1,1
kid,12,7,10,12,13,25,12,14,34,16,12,26,22,23,21,10
kidding,0,0,0,3,2,2,2,1,2,0,4,4,2,0,3,2
kidnap,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
kidnapped,0,0,0,0,1,0,2,0,1,0,0,0,0,1,2,1
kidnapping,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
kidney,0,1,1,4,0,0,0,4,4,6,0,2,0,1,2,0
kidneys,0,0,0,0,0,0,0,1,0,3,0,3,0,0,0,1
kids,29,21,13,26,61,63,58,61,85,52,39,45,66,48,41,98
kilimanjaro,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0
kill,4,2,1,9,25,13,22,13,17,5,8,12,9,9,13,16
killed,9,4,10,5,8,14,19,16,12,6,1,9,14,8,6,10
killer,0,2,0,0,6,3,1,5,5,1,2,2,3,0,0,6
killers,0,0,0,0,0,0,4,3,0,0,2,0,0,0,1,1
killing,4,0,0,1,0,2,5,12,5,3,2,7,7,6,1,9
killings,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0
kills,1,1,0,0,0,6,7,4,1,0,3,3,0,3,1,7
kiln,0,0,0,0,2,0,0,0,0,0,4,0,0,0,0,1
kilo,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0
kilogram,6,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0
kilograms,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,0
kilometer,0,0,1,6,0,0,1,0,1,0,1,1,1,1,1,0
kilometers,1,0,0,5,2,9,8,1,3,12,1,4,8,13,15,5
kilos,0,0,0,1,0,1,0,0,0,1,0,0,1,3,0,2
kiloton,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
kilowatt,1,0,0,0,0,0,0,0,0,0,3,0,1,0,0,4
kilowatts,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
kim,0,0,1,2,0,0,0,0,0,0,1,1,1,7,3,1
kind,137,118,91,127,153,241,109,130,184,118,89,170,134,103,95,155
kinda,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,3
kinder,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
kindergarten,0,1,0,0,3,1,1,4,6,0,0,0,0,0,0,0
kindle,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
kindly,2,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
kindness,0,0,3,0,0,0,1,3,3,3,2,1,1,1,3,0
kinds,23,26,22,16,21,17,29,32,40,26,10,27,26,26,20,40
kinect,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0
kinesthetically,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
kinetic,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
king,2,4,1,15,6,6,7,3,16,6,10,7,11,2,15,10
kingdom,3,3,2,4,2,3,3,1,4,3,6,3,1,3,4,2
kings,2,0,0,1,2,4,1,0,0,3,2,0,0,2,3,1
kiosk,0,0,1,0,1,3,0,1,0,0,0,0,0,0,0,0
kipling,0,1,0,0,0,0,0,0,0,0,0,2,0,0,1,0
kipp,0,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0
kiss,2,0,2,0,1,3,1,3,0,0,7,1,1,2,1,3
kissed,1,0,0,0,0,1,0,0,0,0,1,1,0,2,0,0
kisses,0,0,0,0,0,2,1,0,0,0,2,0,0,0,1,0
kissing,0,0,1,0,2,4,0,1,2,2,0,1,0,3,0,0
kit,0,2,0,0,1,0,3,0,2,1,1,3,0,0,1,4
kitchen,5,4,7,0,2,5,3,0,4,17,9,4,6,9,8,11
kitchens,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
kite,0,1,0,0,4,2,0,4,1,1,0,0,1,1,1,0
kites,0,0,0,1,0,0,0,8,0,0,0,0,0,1,0,0
kits,0,1,0,0,0,1,1,1,0,0,0,4,1,0,1,0
kitsch,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
kittens,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0
kitty,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1
klan,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0
klein,0,0,1,3,5,0,1,0,0,0,0,0,0,0,0,0
kleiner,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0
klux,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
km,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
knee,1,0,0,2,0,0,0,2,17,2,2,0,1,5,1,3
kneel,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
knees,3,0,0,1,0,2,0,1,1,4,2,1,3,2,0,4
knelt,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
knew,32,8,15,36,18,26,31,29,15,26,20,31,53,49,35,39
knife,0,4,2,1,0,1,1,0,2,0,2,1,3,8,1,2
knight,0,0,0,1,1,3,0,1,0,1,0,0,2,0,1,0
knights,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0
knit,0,0,0,0,0,1,0,0,2,2,0,0,0,1,0,2
knitting,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0
knives,0,1,2,0,0,4,2,0,3,0,0,1,0,0,1,0
knob,2,0,0,0,0,0,0,1,0,0,3,2,0,0,0,0
knobs,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0
knock,0,0,0,1,1,2,4,0,1,1,1,3,4,0,0,3
knocked,2,1,0,0,0,2,0,0,1,3,0,1,1,0,0,2
knocking,0,0,0,0,0,2,1,0,0,0,1,0,1,0,1,2
knocks,0,1,0,1,0,1,2,0,0,0,0,0,0,0,0,0
knot,0,0,0,9,0,0,0,0,0,1,0,0,0,0,0,0
knots,0,0,0,1,0,0,0,1,0,3,0,0,0,1,0,0
know,293,264,283,356,381,577,363,326,373,235,204,295,363,316,276,459
knowable,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
knowing,0,5,8,4,3,8,13,12,5,6,4,8,12,12,15,21
knowledge,9,13,5,9,19,11,10,13,27,19,14,15,15,26,11,26
knowledgeable,0,0,0,1,0,0,0,0,1,0,1,2,0,0,0,0
known,4,16,19,20,12,26,17,13,18,19,22,12,22,30,27,31
knows,1,19,9,9,15,29,19,13,14,11,13,14,19,10,11,20
knoxville,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
knuckle,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0
knuckles,0,1,0,0,0,0,0,0,2,0,0,0,0,1,0,0
koblin,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
kodak,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0
kofi,0,0,0,0,2,0,1,0,2,0,0,0,0,0,0,0
kogi,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0
kohler,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
kong,0,0,6,1,2,2,0,0,0,1,0,1,1,1,2,0
koolhaas,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
koran,0,0,0,0,0,0,0,0,3,0,0,1,0,1,0,0
korea,0,0,1,3,4,0,3,1,2,2,0,20,2,7,1,9
korean,0,0,0,4,2,0,0,2,0,1,0,18,1,5,0,3
koreans,0,1,0,1,0,0,0,1,0,0,0,12,0,0,0,0
koshalek,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
kosovo,0,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0
kr,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
kramer,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1
krispies,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
kruger,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
ks,0,0,0,15,0,0,0,0,0,0,0,0,4,1,0,6
ku,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
kuiper,2,3,0,0,0,0,0,0,0,0,0,0,1,1,0,0
kundera,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
kurdi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
kurt,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0
kurzweil,0,1,0,2,1,0,0,1,1,0,2,0,1,1,0,0
kyle,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
kyoto,1,1,0,4,1,0,4,0,1,0,0,0,0,0,0,1
la,7,1,4,0,2,4,4,4,111,2,1,0,10,0,12,12
lab,4,9,2,8,29,10,14,15,18,28,11,19,24,17,22,25
label,1,1,4,1,3,3,1,1,1,2,1,6,3,5,4,2
labeled,1,0,1,0,0,3,0,1,1,2,2,2,0,0,4,0
labeling,0,0,0,0,0,0,1,0,3,0,1,0,1,0,0,0
labels,0,0,0,0,0,0,0,0,3,1,0,0,0,0,1,2
labor,2,2,1,5,0,6,2,19,3,1,3,9,8,18,9,10
laboratories,2,2,1,0,0,0,1,0,3,0,1,4,0,0,1,0
laboratory,2,0,3,4,3,2,4,7,5,4,4,8,2,8,2,1
labored,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
laborer,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,1
laborers,0,0,0,0,0,0,0,1,0,0,0,0,1,2,0,0
laborious,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
laboriously,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
labs,1,3,3,2,15,0,1,1,1,1,2,6,3,0,0,2
labyrinth,0,0,4,0,0,0,5,0,0,0,0,0,0,0,0,0
lace,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2
lack,1,1,2,10,1,2,2,11,7,5,6,7,9,4,9,14
lacked,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
lacking,1,2,1,1,0,0,2,1,0,0,1,0,2,1,0,1
lacks,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
lacquer,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
ladder,1,0,0,2,1,1,0,2,0,2,0,1,0,2,0,2
ladders,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0
laden,1,3,0,0,2,0,1,1,0,0,1,0,0,0,0,1
ladies,0,2,8,9,2,11,4,3,3,2,7,4,10,0,4,3
lady,6,7,12,7,9,7,2,6,2,2,4,4,5,3,5,7
lafayette,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
lag,0,0,0,0,0,1,0,0,1,0,1,3,0,0,0,0
laggards,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lagging,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
lagos,0,0,0,0,1,1,0,0,1,0,0,0,0,0,2,0
laid,4,4,1,2,0,1,3,2,4,4,0,0,6,0,5,0
lake,0,5,1,2,1,5,12,2,0,2,2,4,1,8,4,0
lakes,0,0,0,0,0,3,4,2,2,0,0,0,1,8,2,0
lakota,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
lama,0,1,1,0,8,0,2,0,2,1,0,0,2,0,0,0
lamb,1,0,0,1,0,0,0,0,1,0,0,1,0,14,0,2
lambs,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
lame,0,0,0,0,1,1,0,1,2,0,0,0,0,0,0,0
lament,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0
lamented,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
laminate,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
laminated,1,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0
lamp,1,3,1,3,1,1,1,0,2,1,0,2,0,1,0,1
lamps,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1
lance,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0
lancet,2,0,1,0,3,0,0,0,0,0,0,0,1,0,1,2
land,13,14,11,26,7,20,11,32,23,20,4,54,7,21,13,31
landau,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0
landed,5,0,4,1,6,7,0,1,0,6,0,2,2,8,2,5
lander,0,0,0,0,1,0,0,0,0,0,0,0,0,18,0,0
landers,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0
landfill,0,0,0,0,0,1,0,1,1,0,0,7,1,0,1,0
landfills,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
landing,0,3,1,1,1,1,3,4,0,2,1,3,0,14,2,1
landline,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
landlines,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0
landlocked,0,1,0,0,0,0,0,0,0,0,0,0,1,0,4,0
landlord,0,0,0,0,0,0,2,1,0,0,0,0,0,1,0,0
landmark,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0
landmarks,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0
landmass,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1
landmasses,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
landmine,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
lands,0,0,0,0,0,1,2,0,2,3,1,3,1,1,0,2
landscape,1,3,0,23,5,1,4,9,21,8,7,1,8,4,4,6
landscapes,0,0,0,2,0,3,4,5,3,0,1,2,2,2,1,1
landslide,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
landslides,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
lane,0,0,0,1,0,3,1,0,0,2,0,2,2,4,0,3
lanes,2,0,0,2,2,1,0,0,0,7,3,0,1,0,1,2
language,8,20,34,8,17,22,23,32,19,43,23,74,16,16,39,21
languages,4,4,1,1,10,6,6,4,1,12,2,7,3,3,14,4
lanka,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1
lansing,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
lantern,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0
lap,10,4,1,1,1,0,0,0,0,0,1,1,1,1,2,1
laparoscopic,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
laps,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0
lapse,0,0,0,0,0,0,0,1,1,3,0,1,6,1,0,0
laptop,4,2,1,4,27,7,6,2,3,5,1,1,7,5,2,4
laptops,0,0,0,0,8,2,0,0,0,1,0,1,0,0,2,0
large,17,33,17,13,13,30,39,29,30,18,12,41,31,25,16,38
largely,4,4,2,2,5,3,2,2,7,3,1,0,6,0,2,7
larger,1,15,10,10,6,13,11,18,16,10,11,9,9,18,9,8
largest,6,2,3,18,5,11,18,16,9,9,6,8,13,22,14,14
larry,0,0,2,5,9,5,0,1,1,1,0,0,5,0,0,1
larva,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1
larvae,0,5,0,0,0,2,1,0,0,0,0,0,1,1,0,0
larval,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
las,4,1,2,1,1,0,0,1,0,2,1,0,0,3,0,0
lascaux,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0
laser,1,0,3,4,5,1,1,1,14,4,2,0,11,9,5,4
lasers,0,0,2,1,0,1,0,1,1,4,0,0,3,3,0,1
last,61,68,66,71,99,112,97,110,83,90,71,107,101,70,108,107
lasted,0,1,1,1,0,1,2,1,3,0,3,2,1,1,1,2
lasting,0,0,0,0,0,2,1,0,0,2,0,0,2,3,3,3
lastly,0,0,1,0,1,1,1,0,1,0,1,1,1,0,1,1
lasts,0,0,3,3,0,1,0,1,1,1,0,0,0,1,1,1
latch,0,0,2,0,0,0,0,0,3,0,0,0,0,0,1,0
latched,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
late,7,11,6,10,14,14,11,11,8,6,8,11,17,17,11,19
lately,0,1,0,2,1,0,2,3,2,0,0,2,2,3,0,1
latencies,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
latent,0,0,0,1,0,3,0,0,0,0,2,1,0,0,0,0
later,16,25,28,37,39,37,42,37,36,33,40,43,53,65,44,56
lateral,0,0,0,0,1,2,0,0,0,1,0,0,0,0,1,0
laterally,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
latest,3,2,1,6,4,2,5,3,4,1,1,3,5,2,1,5
latin,0,3,1,2,11,3,1,4,2,1,7,4,1,2,0,3
latino,0,0,0,0,2,0,0,0,0,0,0,1,1,3,1,1
latitude,0,2,0,0,0,1,0,2,0,0,0,0,1,0,0,0
latitudes,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,1
latrine,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0
latrines,0,0,0,1,0,0,0,0,1,0,0,3,0,0,0,0
latte,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
latter,1,0,0,0,2,0,1,0,1,0,1,0,0,1,0,0
lattice,0,0,0,0,0,0,0,5,1,0,0,0,0,2,0,0
lauderdale,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
laugh,3,3,3,6,4,2,3,3,3,3,4,2,5,20,6,1
laughed,3,0,1,3,1,1,6,1,0,2,1,1,5,2,1,4
laughing,1,1,1,3,2,2,3,0,0,3,3,8,2,35,3,3
laughs,0,0,0,1,0,1,1,1,0,0,0,0,0,11,0,2
laughter,2,0,2,0,2,3,2,0,0,2,3,1,1,60,1,2
launch,3,2,1,2,4,13,6,5,1,2,0,8,15,12,7,5
launched,3,0,1,1,1,13,8,6,1,3,4,6,8,8,9,8
launches,1,0,0,0,1,1,0,1,0,0,0,0,2,2,2,0
launching,0,1,0,0,2,3,2,0,3,1,0,1,4,2,2,2
laundromat,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
laundry,0,0,3,0,0,4,2,0,0,1,0,2,0,0,1,3
laura,0,0,1,0,0,0,1,0,0,0,0,0,2,4,0,0
laureate,0,0,0,0,0,0,0,0,0,0,4,1,0,2,0,1
laureates,0,0,0,1,1,0,0,0,1,0,1,2,0,0,0,1
lauren,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0
laurie,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0
lava,0,1,1,2,7,0,3,0,0,0,0,1,0,2,0,0
lavish,0,0,0,0,0,0,0,1,0,2,1,0,0,0,0,0
law,3,5,6,18,15,42,6,19,37,9,16,7,21,44,16,12
lawful,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0
lawler,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
lawless,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0
lawn,0,1,0,1,1,3,0,0,0,1,2,0,1,2,0,0
lawns,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0
lawrence,0,0,0,1,2,3,1,1,0,2,2,0,3,1,0,0
laws,0,3,2,4,2,19,22,6,2,1,11,2,43,4,4,6
lawsuit,0,1,0,1,0,0,0,1,3,0,3,0,1,1,1,2
lawsuits,0,0,0,0,0,0,0,0,4,1,2,0,0,0,0,1
lawyer,1,1,1,1,1,2,0,1,5,4,6,5,2,5,2,2
lawyers,1,0,0,3,0,3,1,1,7,1,1,2,5,2,3,3
lax,0,0,0,0,1,0,0,1,1,0,1,2,0,0,0,1
lay,3,4,2,3,6,6,4,2,7,2,3,5,9,7,9,0
layer,5,9,0,0,3,0,6,0,2,11,8,6,5,5,4,1
layered,0,0,0,2,1,0,0,0,0,1,1,0,2,0,0,1
layers,6,1,0,6,1,0,4,1,5,8,2,1,3,5,2,3
laying,0,1,0,1,0,1,1,0,1,1,0,2,2,0,2,1
layoffs,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
layout,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
layouts,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
lays,0,3,0,0,0,0,1,0,0,0,0,0,1,1,0,1
lazarus,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,1
lazy,1,2,0,0,0,2,1,0,1,2,2,2,2,0,2,1
lb,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
lbs,3,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0
le,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0
lead,4,7,7,13,15,14,10,27,5,6,14,18,16,15,15,24
leader,1,0,7,2,8,5,2,8,13,11,4,3,8,14,7,5
leaders,2,0,2,1,2,11,2,11,20,13,8,6,12,16,24,10
leadership,0,0,0,2,3,4,4,7,8,7,4,0,6,0,5,14
leading,4,0,6,4,2,6,4,19,3,9,5,12,11,8,7,7
leads,6,2,6,4,8,7,10,7,10,3,3,7,6,6,5,8
leaf,0,0,0,6,1,7,2,4,1,1,1,0,0,0,0,9
leafing,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
leaflets,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
league,0,1,0,1,1,0,3,0,2,1,0,2,3,1,2,1
leagues,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
leak,3,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0
leaked,1,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0
leakey,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
leaking,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,2
leaks,1,0,0,0,0,0,0,0,0,0,2,0,2,0,0,2
lean,3,1,1,1,0,0,2,1,1,0,0,2,2,0,2,3
leaned,0,0,0,1,0,2,0,0,0,1,2,3,1,0,1,1
leaning,1,0,0,1,1,0,1,0,0,0,0,0,0,1,3,0
leans,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
leap,3,1,0,2,3,2,1,1,3,4,1,2,6,1,8,1
leaped,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
leapfrog,0,0,0,0,1,0,0,0,1,2,0,1,1,1,0,1
leaping,0,0,0,2,0,0,0,0,0,0,0,0,1,1,1,0
leaps,2,0,0,0,0,0,2,0,0,0,0,0,0,0,1,1
lear,1,2,0,0,0,0,0,0,0,0,0,0,0,0,5,0
learn,31,26,20,17,24,42,23,36,29,40,32,60,37,59,42,52
learned,13,10,22,10,13,34,20,28,21,42,34,39,41,43,41,57
learner,0,0,0,0,1,0,3,0,0,2,1,1,0,0,0,0
learners,0,0,0,0,0,0,0,1,0,1,0,6,0,1,0,0
learning,12,5,19,15,17,26,12,13,11,33,7,55,28,23,32,61
learnings,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
learns,0,0,0,0,0,1,2,0,0,7,1,1,0,1,1,5
lease,0,0,0,0,0,1,0,0,1,0,0,4,0,1,0,2
leased,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
leash,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
least,15,13,23,24,20,26,23,15,37,24,19,20,32,34,27,34
leather,4,0,0,0,1,1,0,0,1,2,3,0,1,0,0,1
leave,17,12,25,16,19,25,24,20,23,21,25,27,22,24,20,21
leaves,3,3,1,3,2,5,5,7,5,8,4,6,2,7,3,9
leaving,2,2,3,3,8,13,3,5,2,10,2,10,6,7,5,13
lebanese,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0
lebanon,0,0,0,0,1,0,5,1,0,0,0,0,0,0,1,3
lechuguilla,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
lecter,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
lecture,0,0,5,1,1,5,1,2,8,9,10,6,2,0,2,4
lectured,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
lectures,0,0,0,0,1,2,2,1,6,4,1,5,1,0,2,1
lecun,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
led,7,7,6,11,10,11,9,13,7,15,19,16,20,16,16,10
ledge,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
ledger,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0
leds,0,0,0,0,0,7,1,0,0,2,0,0,0,0,0,1
lee,2,3,1,0,0,2,1,1,0,3,0,1,2,0,3,3
leeches,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0
left,23,21,38,63,37,45,57,43,40,65,27,78,53,70,54,65
leftist,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
leftover,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,1
leg,9,1,1,14,1,6,7,4,2,10,3,0,8,4,1,6
legacy,2,1,1,3,2,9,7,2,1,1,3,3,0,3,0,4
legal,2,3,0,3,4,3,3,2,20,2,3,5,8,51,4,3
legalize,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
legally,0,0,0,0,0,0,0,1,1,0,0,0,3,3,4,0
legend,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2
legendary,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,2
legends,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,2
legged,6,1,0,4,0,0,1,0,0,0,0,0,1,1,0,4
legibility,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
legions,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
legislation,0,0,0,1,0,3,1,0,0,0,2,0,4,1,1,0
legislative,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
legislators,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0
legislature,0,0,0,0,0,1,2,0,0,0,0,1,0,0,1,0
legislatures,0,0,0,0,0,2,0,0,0,0,0,1,0,1,0,0
legit,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
legitimacy,0,0,0,1,0,0,2,0,0,0,0,0,0,1,1,3
legitimate,1,0,2,0,1,1,1,2,0,2,0,0,8,1,0,3
lego,0,1,0,0,4,0,0,0,21,1,4,4,1,1,1,0
legos,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
legs,20,8,2,13,2,9,9,22,6,11,3,8,27,4,1,7
leibniz,0,2,0,0,0,0,0,0,1,0,0,0,3,0,0,0
leishmaniasis,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
leisure,0,0,1,0,0,2,1,0,0,0,0,0,0,0,3,3
lemon,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0
lemonade,0,0,0,0,0,1,0,5,0,1,0,0,1,0,0,1
lend,0,0,1,0,0,0,0,1,1,0,0,2,0,0,3,1
lending,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
lends,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
length,1,3,3,7,8,3,2,1,5,5,2,2,4,6,5,6
lengths,0,0,1,0,0,0,1,0,1,1,0,0,1,3,2,0
lengthy,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0
lennon,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
lens,0,1,1,0,9,2,7,1,3,4,0,1,1,9,5,4
lenses,0,4,1,5,2,0,0,0,1,0,0,0,0,0,4,2
lent,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
leo,0,0,0,1,0,0,1,0,0,1,0,0,0,5,0,0
leonard,0,0,0,0,0,1,0,1,0,2,0,1,0,1,1,1
leonardo,0,0,0,4,0,1,13,0,0,0,1,0,3,0,1,0
